,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
919,6139,亞翔,"447,512",287,"12,859,042",28.50,29.00,28.50,28.60,+,0.05,28.60,7,28.65,1,11.22
920,6141,柏承,"1,284,122",581,"33,025,597",26.00,26.20,25.35,25.50,-,0.2,25.50,36,25.55,3,6.68
921,6142,友勁,"1,149,713",321,"9,889,507",8.38,8.88,8.38,8.63,+,0.25,8.61,4,8.63,3,0.00
922,6152,百一,"5,451,506","1,941","52,156,095",9.30,9.99,9.03,9.80,+,0.5,9.79,5,9.80,3,163.33
923,6153,嘉聯益,"2,063,953","1,582","59,789,688",28.60,29.20,28.60,28.95,+,0.3,28.90,8,28.95,71,125.87
924,6155,鈞寶,"83,229",50,"1,775,954",21.20,21.65,21.20,21.30, ,0.0,21.30,7,21.35,18,48.41
925,6164,華興,"124,853",84,"852,018",6.85,6.86,6.75,6.86,+,0.01,6.85,1,6.86,12,0.00
926,6165,捷泰,"703,203",440,"43,491,224",60.30,63.00,60.30,62.50,+,2.3,62.40,1,62.80,7,0.00
927,6166,凌華,"111,232",109,"7,729,129",69.60,69.90,68.10,69.50,+,0.3,69.20,1,69.50,1,45.13
928,6168,宏齊,"1,792,999",801,"28,228,031",15.50,16.10,15.40,15.85,+,0.35,15.80,11,15.85,9,68.91
929,6172,互億,"212,524",28,"5,399,833",25.65,25.65,25.30,25.50,+,0.05,25.40,2,25.50,2,0.00
930,6176,瑞儀,"2,691,144","1,933","301,047,628",111.00,113.00,111.00,111.50,+,1.5,111.50,35,112.00,326,9.60
931,6177,達麗,"917,931",442,"27,553,771",29.55,30.40,29.55,29.85,+,0.15,29.85,28,29.90,11,21.79
932,6183,關貿,"105,607",73,"5,084,036",47.60,48.45,47.60,48.20,-,0.05,48.15,3,48.20,16,26.63
933,6184,大豐電,"22,400",22,"903,088",40.35,40.35,40.30,40.35,+,0.1,40.30,1,40.35,1,12.38
934,6189,豐藝,"107,376",92,"3,613,786",33.65,33.75,33.55,33.70, ,0.0,33.65,2,33.70,26,12.04
935,6191,精成科,"4,930,237","2,143","103,490,927",20.70,21.25,20.70,21.15,+,0.45,21.10,24,21.15,57,8.92
936,6192,巨路,"195,730",158,"12,676,027",65.10,65.50,64.40,64.70,-,0.7,64.60,16,64.70,11,11.06
937,6196,帆宣,"1,293,960",875,"132,985,840",102.00,104.00,101.50,104.00,+,2.0,103.50,16,104.00,60,23.21
938,6197,佳必琪,"384,323",290,"13,198,761",34.00,34.55,34.00,34.40,+,0.45,34.40,9,34.45,5,13.39
939,6201,亞弘電,"28,075",23,"967,887",34.40,34.50,34.40,34.50,+,0.1,34.45,1,34.50,3,16.12
940,6202,盛群,"474,470",339,"31,428,799",65.90,66.50,65.90,66.10,+,0.1,66.10,15,66.20,4,17.77
941,6205,詮欣,"214,100",122,"7,304,604",33.65,34.35,33.65,34.05,+,0.4,34.05,19,34.10,4,16.94
942,6206,飛捷,"44,500",44,"2,812,300",63.20,63.50,63.00,63.00,-,0.2,63.00,4,63.30,1,14.25
943,6209,今國光,"8,261,651","4,067","309,517,487",36.85,38.10,36.50,37.50,+,0.5,37.50,36,37.55,9,0.00
944,6213,聯茂,"1,610,598","1,139","213,196,729",132.00,133.50,131.00,133.00,+,1.0,132.50,48,133.00,19,16.88
945,6214,精誠,"251,249",207,"21,196,482",84.00,84.70,83.80,84.50,+,0.5,84.40,1,84.50,5,10.97
946,6215,和椿,"632,570",329,"10,641,290",16.45,17.05,16.45,17.00,+,0.5,16.95,3,17.00,9,14.53
947,6216,居易,"25,002",21,"643,402",25.65,25.80,25.65,25.70,+,0.05,25.65,18,25.75,3,17.72
948,6224,聚鼎,"2,698,018","1,752","215,046,731",76.60,82.00,76.60,79.90,+,3.5,79.90,3,80.00,7,15.45
949,6225,天瀚,"60,800",20,"275,102",4.50,4.60,4.50,4.60,-,0.18,4.53,8,4.60,26,0.00
950,6226,光鼎,"560,643",208,"4,557,779",8.06,8.20,8.06,8.11,+,0.03,8.11,3,8.14,50,8.19
951,6230,超眾,"1,116,000",988,"292,566,500",257.50,265.00,257.50,260.00,+,4.0,260.00,11,260.50,9,34.85
952,6235,華孚,"1,020,860",417,"16,992,046",16.50,16.75,16.45,16.75, ,0.0,16.70,1,16.75,5,6.95
953,6239,力成,"4,588,997","2,716","413,713,418",89.70,90.80,89.60,90.20, ,0.0,90.20,9,90.30,46,9.89
954,6243,迅杰,"649,955",286,"8,266,276",12.60,12.90,12.60,12.65,+,0.15,12.65,13,12.70,8,0.00
955,6251,定穎,"5,854,126","1,907","111,266,994",18.80,19.25,18.70,19.00,+,0.15,19.00,5,19.05,135,7.12
956,6257,矽格,"2,285,798","1,408","91,336,320",40.00,40.25,39.80,40.00,-,0.1,39.95,8,40.00,7,10.44
957,6269,台郡,"1,496,174","1,121","188,683,424",126.50,127.50,125.00,126.00,-,1.0,126.00,27,126.50,3,11.49
958,6271,同欣電,"3,589,001","2,445","481,873,122",132.00,136.50,131.50,134.50,+,2.5,134.50,60,135.00,57,31.72
959,6277,宏正,"79,670",81,"6,762,450",84.60,85.30,84.60,84.80,+,0.1,84.70,5,84.80,1,6.07
960,6278,台表科,"3,250,277","2,425","394,101,794",120.50,122.50,120.00,121.00,+,1.0,121.00,50,121.50,20,20.00
961,6281,全國電,"89,115",63,"6,225,240",69.70,70.10,69.60,69.60,-,0.2,69.60,29,69.90,2,14.81
962,6282,康舒,"7,668,075","3,044","195,333,253",25.25,25.70,25.10,25.40,+,0.25,25.35,58,25.40,30,6.48
963,6283,淳安,"866,020",483,"23,030,285",26.50,26.90,26.15,26.85,+,0.6,26.80,6,26.85,6,0.00
964,6285,啟碁,"18,199,729","12,352","1,511,539,458",80.30,84.20,80.30,83.90,+,3.8,83.80,48,83.90,14,22.02
965,6288,聯嘉,"49,779,089","21,650","1,704,821,541",33.60,35.25,33.30,34.25,+,1.0,34.20,15,34.25,77,32.62
966,6289,華上,"1,023,558",256,"4,986,668",4.85,4.88,4.85,4.88,+,0.44,4.88,259,--,0,0.00
967,6405,悅城,"171,000",114,"3,323,900",19.75,19.90,19.25,19.35,-,0.65,19.30,18,19.35,11,18.43
968,6409,旭隼,"156,508",114,"143,811,360",925.00,931.00,910.00,920.00,+,11.0,920.00,11,921.00,1,32.65
969,6412,群電,"1,126,000",341,"76,290,999",67.70,68.50,67.10,67.70, ,0.0,67.70,5,68.10,2,13.96
970,6414,樺漢,"388,708",356,"96,390,500",248.50,250.00,246.50,248.00,+,1.0,248.00,12,248.50,1,17.00
971,6415,矽力-KY,"426,379",448,"751,496,880","1,790.00","1,840.00","1,705.00","1,710.00",-,80.0,"1,710.00",1,"1,715.00",1,58.48
972,6416,瑞祺電通,"1,999,461","1,596","289,055,845",141.50,146.00,141.00,146.00,+,3.0,145.50,5,146.00,4,28.80
973,6431,光麗-KY,"33,000",22,"1,008,600",31.00,31.00,29.90,30.80,-,0.15,30.15,2,30.80,1,0.00
974,6442,光聖,"77,450",48,"2,441,022",31.10,32.05,31.10,32.05,+,0.45,31.60,1,32.10,2,0.00
975,6443,元晶,"23,759,545","10,535","650,135,565",27.25,27.95,26.80,27.20,+,0.3,27.15,278,27.20,72,0.00
976,6449,鈺邦,"702,329",427,"35,819,776",50.60,52.00,50.40,50.70,+,0.2,50.70,13,50.80,6,19.96
977,6451,訊芯-KY,"654,575",441,"68,130,162",103.50,105.50,102.50,105.50,+,2.0,105.00,12,105.50,21,16.85
978,6456,GIS-KY,"4,983,653","3,452","677,581,002",135.00,138.50,133.50,134.00,-,0.5,134.00,17,134.50,21,12.70
979,6464,台數科,"66,532",48,"8,164,904",121.50,123.50,121.50,123.50,+,1.5,122.50,1,123.50,2,16.08
980,6477,安集,"7,989,099","4,411","309,806,446",38.40,39.45,38.20,38.50,+,0.05,38.50,25,38.55,1,19.25
981,6491,晶碩,"2,868,271","2,387","631,410,078",214.00,227.00,211.00,218.00,+,3.0,218.00,21,219.50,2,29.54
982,6504,南六,"553,430",520,"138,101,070",248.50,252.50,247.00,248.00,+,1.0,248.00,5,249.50,6,20.70
983,6505,台塑化,"2,588,260","1,650","215,431,105",82.40,83.80,82.40,83.40,+,0.2,83.40,31,83.50,67,926.67
984,6525,捷敏-KY,"125,309",88,"7,204,467",57.30,57.70,57.10,57.40,+,0.1,57.40,4,57.50,1,10.89
985,6531,愛普,"4,752,650","4,154","1,698,255,250",352.00,367.50,349.00,354.50,+,0.5,354.00,3,354.50,2,168.01
986,6533,晶心科,"3,463,727","2,749","528,008,504",149.50,155.50,149.50,152.50,+,1.5,152.00,2,152.50,12,0.00
987,6541,泰福-KY,"321,847",236,"13,673,447",42.50,43.20,42.10,42.10,-,0.4,42.05,13,42.10,9,0.00
988,6552,易華電,"143,040",110,"6,762,920",47.00,47.60,46.90,47.10,+,0.05,47.05,4,47.10,1,15.14
989,6558,興能高,"699,050",445,"26,458,340",37.70,38.50,37.40,37.75,+,0.25,37.75,1,37.80,3,62.92
990,6573,虹揚-KY,"471,193",287,"7,387,191",15.00,16.10,14.90,15.50,+,0.6,15.50,21,15.60,32,0.00
991,6579,研揚,"18,000",14,"1,264,500",69.50,70.90,69.50,70.40, ,0.0,70.10,1,70.40,2,22.78
992,6581,鋼聯,"17,000",15,"1,157,000",67.70,68.40,67.70,68.30,-,0.1,68.20,1,68.30,2,57.40
993,6582,申豐,"1,123,050",988,"188,020,500",164.00,171.50,164.00,165.50,+,4.0,165.00,29,166.00,10,22.49
994,6591,動力-KY,"498,030",334,"30,112,614",59.70,61.20,59.60,60.10, ,0.0,60.10,4,60.20,13,13.42
995,6592,和潤企業,"2,337,583","1,542","193,308,989",82.00,83.00,82.00,83.00,+,1.2,82.90,20,83.00,255,18.53
996,6598,ABC-KY,"639,350",516,"76,373,750",118.00,122.00,118.00,119.50,-,3.0,119.50,4,120.00,92,0.00
997,6605,帝寶,"101,710",131,"4,907,228",48.10,48.95,48.00,48.00, ,0.0,48.00,8,48.05,3,28.40
998,6625,必應,"6,569",8,"234,626",35.60,35.90,35.60,35.90,X,0.0,35.70,5,35.85,2,0.00
999,6641,基士德-KY,"12,000",9,"759,300",62.60,63.50,62.60,63.40, ,0.0,63.20,1,63.60,4,10.39
1000,6655,科定,"8,000",8,"352,100",43.75,44.35,43.75,44.30, ,0.0,43.95,3,44.85,1,18.77
1001,6666,羅麗芬-KY,"13,034",14,"1,352,070",103.50,104.50,103.50,104.00,-,1.0,104.00,1,105.00,4,19.89
1002,6668,中揚光,"98,000",76,"5,436,400",55.70,55.90,55.10,55.30,-,0.4,55.20,3,55.30,9,31.24
1003,6669,緯穎,"619,971",579,"426,481,048",690.00,696.00,683.00,683.00,-,16.0,683.00,14,684.00,2,17.19
1004,6670,復盛應用,"632,471",486,"114,093,485",180.00,182.00,179.00,180.00, ,0.0,180.00,14,181.50,2,12.62
1005,6671,三能-KY,"106,000",61,"3,981,650",38.00,38.10,37.00,37.95,+,1.05,37.75,4,37.85,1,11.36
1006,6672,騰輝電子-KY,"526,080",294,"42,588,472",80.70,81.40,80.40,80.60,-,0.1,80.60,3,80.70,1,11.78
1007,6674,鋐寶科技,"32,000",23,"896,350",28.10,28.15,27.85,27.95,+,0.05,27.90,11,28.00,5,0.00
1008,6698,旭暉應材,"57,125",48,"2,447,025",42.80,43.20,42.50,42.60,-,0.55,42.40,3,42.60,1,42.18
1009,6706,惠特,"2,160,906","1,688","360,189,708",167.50,169.00,163.00,168.00,+,3.0,167.50,2,168.00,10,57.73
1010,6715,嘉基,"407,066",320,"57,355,174",138.00,143.00,138.00,138.50,+,0.5,138.50,1,139.00,4,30.92
1011,6754,匯僑設計,"82,000",39,"4,237,900",52.00,52.40,51.40,51.50,-,0.5,51.50,3,51.80,3,16.78
1012,8011,台通,"323,303",251,"5,683,486",17.30,17.75,17.30,17.60,+,0.2,17.60,6,17.70,38,83.81
1013,8016,矽創,"597,249",480,"85,804,228",142.00,145.00,142.00,143.00,+,1.0,143.00,17,143.50,3,13.47
1014,8021,尖點,"197,619",126,"4,492,416",22.80,22.85,22.65,22.65,-,0.15,22.65,15,22.70,9,17.29
1015,8028,昇陽半導體,"692,158",496,"33,911,515",49.10,49.45,48.55,48.90,-,0.2,48.90,1,49.00,10,26.43
1016,8033,雷虎,"2,167,778",507,"23,596,015",10.10,11.05,9.97,11.05,+,1.0,11.05,29,--,0,0.00
1017,8039,台虹,"1,259,451",687,"65,511,139",51.40,52.40,51.40,52.20,+,0.9,52.10,20,52.20,11,18.00
1018,8046,南電,"25,699,520","14,861","3,467,109,220",133.50,137.00,132.50,136.00,+,3.0,135.50,24,136.00,341,45.48
1019,8070,長華*,"4,522,727","2,063","89,422,640",19.60,20.20,19.40,19.95,+,0.6,19.90,39,19.95,2,14.35
1020,8072,陞泰,"727,502",479,"24,570,139",33.90,34.55,33.05,33.55,-,0.85,33.55,1,33.70,1,0.00
1021,8081,致新,"350,362",312,"55,811,558",159.00,160.50,158.00,159.00,-,0.5,159.00,5,159.50,16,15.66
1022,8101,華冠,"1,299,670",296,"7,178,856",5.21,5.72,5.21,5.72,+,0.52,5.72,871,--,0,0.00
1023,8103,瀚荃,"2,301,690","1,320","75,768,123",32.25,33.35,32.25,32.70,+,0.5,32.70,49,32.80,7,12.43
1024,8104,錸寶,"875,381",648,"45,192,040",51.00,52.90,50.60,50.90,+,0.1,50.80,12,51.00,1,43.88
1025,8105,凌巨,"723,296",256,"7,854,946",10.70,11.00,10.70,10.80,+,0.05,10.80,130,10.85,32,0.00
1026,8110,華東,"1,092,081",359,"11,187,926",10.20,10.30,10.15,10.30,+,0.1,10.25,57,10.30,5,15.61
1027,8112,至上,"864,441",510,"25,545,819",29.50,29.65,29.45,29.55,+,0.05,29.55,22,29.60,2,8.12
1028,8114,振樺電,"146,308",123,"11,694,529",79.70,80.20,79.70,80.00,X,0.0,80.00,31,80.10,8,21.62
1029,8131,福懋科,"348,465",205,"12,423,090",35.55,35.95,35.35,35.95,+,0.35,35.90,2,35.95,8,11.41
1030,8150,南茂,"3,897,791","1,911","116,156,045",29.50,30.10,29.40,29.90,+,0.4,29.90,90,29.95,12,9.17
1031,8163,達方,"839,051",537,"33,400,640",39.80,40.10,39.65,39.80,+,0.2,39.80,11,39.85,7,13.63
1032,8201,無敵,"77,098",28,"722,301",9.37,9.41,9.26,9.31,-,0.1,9.31,1,9.39,2,0.00
1033,8210,勤誠,"348,778",269,"32,210,331",91.80,92.90,91.10,92.70,+,0.8,92.60,1,92.80,6,11.99
1034,8213,志超,"1,320,362",617,"55,244,889",41.55,42.00,41.50,41.85,+,0.3,41.80,10,41.90,24,6.24
1035,8215,明基材,"2,261,454","1,040","52,347,358",23.35,23.35,22.90,23.15, ,0.0,23.10,58,23.15,28,35.62
1036,8222,寶一,"43,488",97,"602,882",13.90,13.95,13.80,13.85, ,0.0,13.80,2,13.85,8,44.68
1037,8249,菱光,"116,353",68,"2,018,358",17.35,17.40,17.30,17.35,+,0.05,17.30,17,17.35,6,17.01
1038,8261,富鼎,"1,204,653",713,"34,868,396",28.30,29.35,28.30,29.25,X,0.0,29.25,13,29.30,47,24.58
1039,8271,宇瞻,"725,010",424,"26,339,880",36.15,36.55,36.15,36.30, ,0.0,36.30,9,36.35,10,8.19
1040,8341,日友,"264,328",527,"63,085,720",240.00,241.50,237.00,238.50,-,3.5,238.00,2,238.50,3,26.38
1041,8367,建新國際,"39,000",35,"1,057,550",27.00,27.40,27.00,27.10,+,0.25,27.10,10,27.20,11,11.02
1042,8374,羅昇,"65,759",31,"1,466,225",22.30,22.35,22.15,22.15,-,0.15,22.15,2,22.35,13,0.00
1043,8404,百和興業-KY,"205,940",137,"5,980,875",28.85,29.25,28.65,28.95, ,0.0,28.90,4,28.95,11,18.80
1044,8411,福貞-KY,"115,389",76,"1,588,393",13.75,13.85,13.65,13.85, ,0.0,13.75,2,13.85,7,98.93
1045,8422,可寧衛,"48,184",69,"7,730,124",160.50,160.50,160.00,160.50,+,0.5,160.00,47,160.50,13,15.81
1046,8427,基勝-KY,0,0,0,--,--,--,--, ,0.0,43.00,1,44.00,2,43.14
1047,8429,金麗-KY,"1,159,165",679,"9,889,726",8.17,8.68,8.17,8.56,+,0.36,8.55,1,8.56,5,0.00
1048,8442,威宏-KY,"29,000",22,"1,362,250",47.00,47.45,46.35,47.00,-,0.2,46.40,2,47.00,13,21.86
1049,8443,阿瘦,"130,242",139,"1,329,653",10.15,10.30,9.92,10.25,+,0.1,10.20,1,10.25,6,0.00
1050,8454,富邦媒,"453,595",456,"326,257,325",720.00,738.00,710.00,711.00,-,9.0,711.00,4,715.00,2,62.31
1051,8462,柏文,"64,967",185,"10,781,488",167.00,167.00,165.50,165.50,-,1.5,165.50,10,166.50,1,28.88
1052,8463,潤泰材,"305,023",192,"11,632,680",37.95,38.45,37.60,38.00,+,0.45,38.00,15,38.05,3,88.37
1053,8464,億豐,"718,074",547,"248,584,064",341.00,350.00,340.00,348.50,+,3.0,345.50,2,348.50,1,22.28
1054,8466,美吉吉-KY,"22,054",18,"1,386,145",61.90,63.30,61.90,63.30,+,0.6,62.90,3,63.30,1,12.94
1055,8467,波力-KY,"12,000",11,"583,500",48.50,48.80,48.50,48.80, ,0.0,48.50,1,49.00,1,16.66
1056,8473,山林水,"46,944",49,"1,967,948",41.70,42.00,41.70,42.00,-,0.05,41.95,1,42.00,9,15.91
1057,8478,東哥遊艇,"2,632,590","2,088","185,622,323",67.30,73.10,66.50,71.40,+,4.1,71.40,6,71.50,2,26.74
1058,8480,泰昇-KY,"35,000",24,"4,176,000",119.50,119.50,119.00,119.00,-,0.5,119.00,10,119.50,4,11.61
1059,8481,政伸,"47,000",37,"3,155,400",66.20,67.90,66.20,67.80,+,1.9,67.20,1,68.00,4,20.18
1060,8482,商億-KY,"128,000",43,"14,674,000",115.00,116.00,114.00,115.00, ,0.0,114.50,3,115.00,1,20.65
1061,8488,吉源-KY,"11,000",7,"150,450",13.45,13.75,13.45,13.75, ,0.0,13.55,1,13.70,4,0.00
1062,8497,格威傳媒,"2,000",2,"130,000",65.00,65.00,65.00,65.00,-,0.3,65.00,8,65.30,1,22.26
1063,8499,鼎炫-KY,"4,942,691","3,582","761,540,375",155.50,161.50,147.00,149.50,-,1.5,149.00,27,149.50,8,14.98
1064,8926,台汽電,"1,853,803","1,134","76,178,556",40.85,41.80,40.70,40.70,+,0.1,40.70,57,40.75,1,22.24
1065,8940,新天地,"47,561",101,"485,384",10.15,10.25,10.05,10.20,+,0.05,10.15,2,10.20,3,0.00
1066,8996,高力,"440,241",327,"25,961,567",58.20,59.70,58.20,58.80,+,0.6,58.70,9,58.80,6,36.52
1067,9103,美德醫療-DR,"92,844,696","48,133","5,484,419,060",60.00,62.10,54.60,58.90,+,2.1,58.80,11,58.90,51,0.00
1068,910322,康師傅-DR,"754,605",429,"24,382,686",31.60,35.00,31.30,31.30,-,3.45,--,0,31.30,21,0.00
1069,9105,泰金寶-DR,"43,786,919","8,958","365,329,899",7.89,8.72,7.85,8.63,+,0.7,8.62,196,8.63,240,0.00
1070,910861,神州-DR,"3,654,420","1,929","84,083,960",23.40,23.40,21.70,23.40,+,2.1,23.35,8,23.40,48,0.00
1071,9110,越南控-DR,"1,075,152",238,"5,160,729",4.80,4.80,4.80,4.80,+,0.43,4.80,"8,526",--,0,0.00
1072,911608,明輝-DR,"1,811,238",787,"37,175,691",20.60,21.90,19.50,19.50,-,1.1,19.45,1,19.50,5,0.00
1073,911616,杜康-DR,"4,185,001",687,"15,695,894",3.95,3.95,3.61,3.78,-,0.22,3.77,73,3.78,41,0.00
1074,911622,泰聚亨-DR,"639,000",306,"7,898,800",14.40,14.40,11.90,12.20,-,1.0,12.20,1,12.30,1,0.00
1075,911868,同方友友-DR,"4,029,350",817,"11,978,698",3.02,3.02,2.95,2.95,-,0.04,2.94,27,2.95,23,0.00
1076,912000,晨訊科-DR,"14,565,209","3,061","138,569,227",9.71,9.71,8.83,9.40,+,0.57,9.40,39,9.48,1,0.00
1077,912398,友佳-DR,"1,308,370",418,"13,214,537",10.10,10.10,10.10,10.10,+,0.89,10.10,"2,055",--,0,0.00
1078,9136,巨騰-DR,"32,719,683","8,829","507,241,017",16.05,16.05,14.70,15.45,+,0.85,15.40,60,15.45,4,0.00
1079,9188,精熙-DR,"5,159,200",888,"28,371,422",5.61,5.61,5.25,5.31, ,0.0,5.31,25,5.38,106,0.00
1080,9802,鈺齊-KY,"876,196",656,"104,576,520",119.00,121.50,117.50,120.00,+,1.0,119.50,13,120.00,30,16.06
1081,9902,台火,"1,834,508",320,"18,784,203",10.15,10.35,10.05,10.15,+,0.05,10.15,4,10.20,12,30.76
1082,9904,寶成,"3,767,498","2,001","101,896,286",27.00,27.15,27.00,27.10,+,0.1,27.05,34,27.10,36,14.41
1083,9905,大華,"96,928",63,"2,113,285",21.80,21.85,21.75,21.85,+,0.1,21.75,22,21.85,9,13.01
1084,9906,欣巴巴,"48,113",44,"2,289,155",47.95,48.00,47.10,47.30,-,0.45,47.30,2,47.75,4,0.00
1085,9907,統一實,"7,838,132","1,977","82,985,807",10.25,10.85,10.20,10.75,+,0.5,10.75,48,10.80,333,48.86
1086,9908,大台北,"74,649",50,"2,314,737",31.05,31.15,30.90,30.95,-,0.05,30.95,19,31.00,4,19.47
1087,9910,豐泰,"947,854",678,"161,736,680",170.00,174.00,169.00,169.50,+,1.0,169.00,36,169.50,5,23.35
1088,9911,櫻花,"52,318",52,"2,506,227",48.00,48.15,47.75,47.90,-,0.05,47.85,5,47.90,1,12.13
1089,9912,偉聯,"88,330",52,"636,746",7.20,7.28,7.14,7.28,+,0.15,7.27,9,7.28,2,0.00
1090,9914,美利達,"2,726,966","2,073","649,374,840",230.00,241.50,229.50,240.50,+,12.0,240.00,24,240.50,21,23.81
1091,9917,中保科,"188,329",146,"16,283,683",86.60,86.90,86.20,86.20,-,0.7,86.20,4,86.40,6,17.77
1092,9918,欣天然,"5,300",6,"186,294",35.05,35.20,35.05,35.20, ,0.0,35.10,3,35.20,8,25.51
1093,9919,康那香,"6,875,876","3,902","295,415,417",42.30,43.50,42.15,42.55,+,0.55,42.55,10,42.60,34,30.39
1094,9921,巨大,"1,471,003","1,054","423,864,370",281.00,290.50,281.00,289.50,+,7.0,289.00,2,289.50,3,28.55
1095,9924,福興,"111,200",88,"4,810,350",43.25,43.50,43.00,43.10,-,0.15,43.10,3,43.20,1,10.17
1096,9925,新保,"75,674",74,"2,767,216",36.60,36.65,36.45,36.60, ,0.0,36.55,2,36.60,17,15.91
1097,9926,新海,"5,003",5,"215,730",43.10,43.15,43.10,43.15,-,0.1,43.10,1,43.20,2,20.65
1098,9927,泰銘,"93,207",66,"2,655,787",28.40,28.65,28.40,28.60,+,0.2,28.45,2,28.60,1,21.34
1099,9928,中視,"44,099",32,"227,116",5.35,5.35,4.79,5.29,-,0.03,5.20,17,5.30,2,0.00
1100,9929,秋雨,"54,462",32,"697,113",12.80,12.90,12.70,12.80,-,0.05,12.80,11,12.90,5,2.84
1101,9930,中聯資源,"32,466",29,"1,463,287",45.00,45.15,45.00,45.15,+,0.05,45.10,1,45.15,3,14.90
1102,9931,欣高,"4,815",10,"199,738",41.50,41.50,41.50,41.50, ,0.0,41.15,3,41.95,4,21.73
1103,9933,中鼎,"2,958,346","1,630","115,692,185",38.90,39.50,38.75,38.75,-,0.1,38.75,24,38.80,4,29.81
1104,9934,成霖,"297,894",138,"4,509,499",15.20,15.20,15.05,15.15,+,0.1,15.10,40,15.15,1,216.43
1105,9935,慶豐富,"520,312",298,"17,623,478",33.45,34.15,33.40,33.90,+,0.45,33.90,2,33.95,10,31.39
1106,9937,全國,"3,094",7,"143,729",46.20,46.75,46.20,46.40,-,0.4,46.40,1,46.80,7,20.71
1107,9938,百和,"1,872,700","1,320","128,983,500",68.30,69.40,68.20,68.90,+,0.3,68.90,1,69.10,3,13.64
1108,9939,宏全,"359,299",221,"20,230,430",56.20,56.60,56.00,56.30,+,0.1,56.30,2,56.40,23,11.31
1109,9940,信義,"129,659",93,"3,863,120",29.90,29.90,29.70,29.80,-,0.1,29.75,5,29.80,1,26.85
1110,9941,裕融,"261,122",223,"26,074,800",100.00,100.50,99.60,99.80,-,0.1,99.70,1,99.80,1,13.36
1111,9941A,裕融甲特,"18,935",15,"980,124",51.70,51.90,51.70,51.90, ,0.0,51.60,12,51.90,28,0.00
1112,9942,茂順,"20,225",20,"1,303,734",64.40,64.60,64.40,64.40,+,0.1,64.40,6,64.50,13,15.30
1113,9943,好樂迪,"31,495",37,"1,995,630",63.20,63.50,63.20,63.40, ,0.0,63.40,2,63.50,8,14.88
1114,9944,新麗,"673,520",411,"15,717,512",23.35,23.75,23.00,23.20,+,0.05,23.10,1,23.20,11,0.00
1115,9945,潤泰新,"2,152,617","1,248","89,591,379",41.65,41.85,41.50,41.50,-,0.15,41.50,187,41.60,11,5.55
1116,9946,三發地產,"168,127",69,"3,014,014",17.95,18.00,17.75,17.95, ,0.0,17.80,1,17.95,1,6.46
1117,9955,佳龍,"651,457",397,"13,223,098",20.30,20.70,20.00,20.35,+,0.15,20.25,6,20.35,20,0.00
1118,9958,世紀鋼,"7,018,165","4,241","916,964,450",130.50,133.50,129.00,129.00,-,3.0,129.00,311,129.50,4,25.80
