,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
478,2417,圓剛,"12,972,222","7,703","826,729,608",63.80,64.80,62.70,64.00, ,0.0,63.90,10,64.00,103,60.95
479,2419,仲琦,"470,505",277,"10,347,830",22.10,22.20,21.85,21.85,-,0.25,21.85,4,21.90,17,32.13
480,2420,新巨,"129,404",100,"4,177,680",32.20,32.35,32.20,32.30,+,0.05,32.30,21,32.35,13,11.10
481,2421,建準,"9,195,010","5,717","582,260,830",61.50,64.40,61.50,63.10,+,2.0,63.10,16,63.20,1,16.83
482,2423,固緯,"221,717",155,"4,961,760",22.50,22.50,22.25,22.35,-,0.1,22.30,1,22.40,2,13.22
483,2424,隴華,"4,751",7,"69,775",14.70,14.80,14.70,14.80,+,0.05,14.80,1,15.15,1,0.00
484,2425,承啟,"586,756",342,"15,118,376",25.65,26.15,25.50,25.50, ,0.0,25.45,9,25.65,5,25.25
485,2426,鼎元,"2,728,605",998,"44,524,898",16.40,16.50,16.20,16.25,-,0.05,16.25,8,16.30,43,11.69
486,2427,三商電,"218,257",84,"2,347,562",10.80,10.85,10.65,10.75,-,0.05,10.70,5,10.75,11,14.14
487,2428,興勤,"229,000",170,"23,998,500",104.00,106.00,104.00,104.50,+,0.5,104.50,1,105.00,9,11.61
488,2429,銘旺科,"21,000",9,"357,400",17.20,17.20,17.00,17.10,+,0.1,17.00,4,17.10,2,0.00
489,2430,燦坤,"148,554",83,"2,828,368",19.10,19.15,18.90,18.90,-,0.1,18.90,38,19.00,10,12.95
490,2431,聯昌,"730,315",315,"7,846,254",10.75,10.95,10.65,10.65,-,0.1,10.65,10,10.75,27,20.48
491,2433,互盛電,"48,500",43,"2,379,323",49.00,49.20,49.00,49.00, ,0.0,49.00,1,49.10,5,12.34
492,2434,統懋,"11,159",33,"274,672",24.80,24.80,24.80,24.80,-,0.5,24.80,1,25.30,2,0.00
493,2436,偉詮電,"5,153,343","2,818","163,009,441",31.45,32.00,31.15,31.25,+,0.05,31.25,9,31.30,16,28.15
494,2438,翔耀,"68,103",29,"447,720",6.61,6.64,6.50,6.56,-,0.04,6.60,2,6.62,4,131.20
495,2439,美律,"1,065,840",643,"166,762,798",156.50,157.50,155.50,156.50, ,0.0,156.50,24,157.00,43,19.13
496,2440,太空梭,"2,861,085","1,179","35,321,205",12.10,13.50,11.70,13.00,+,0.6,12.95,2,13.00,3,20.00
497,2441,超豐,"1,326,963",825,"69,166,768",51.90,52.50,51.70,51.90,+,0.2,51.80,38,51.90,3,12.98
498,2442,新美齊,"1,317,954",506,"14,263,801",10.95,11.00,10.70,10.80,-,0.1,10.80,86,10.85,33,0.00
499,2443,億麗,"917,645",206,"3,976,750",4.25,4.45,4.25,4.33,+,0.09,4.31,4,4.36,8,0.00
500,2444,兆勁,"248,540",85,"3,583,226",14.40,14.45,14.35,14.45, ,0.0,14.40,14,14.45,10,0.00
501,2448,晶電,"9,762,497","4,632","409,588,387",41.75,42.40,41.60,41.90,+,0.2,41.90,27,41.95,151,0.00
502,2449,京元電子,"10,308,245","4,980","319,864,958",31.35,31.35,30.90,30.95,-,0.4,30.95,210,31.00,166,9.38
503,2450,神腦,"94,046",80,"2,742,005",29.10,29.20,29.10,29.20,+,0.1,29.15,8,29.20,2,17.48
504,2451,創見,"690,832",526,"44,280,012",64.00,64.30,63.80,64.00, ,0.0,64.00,9,64.20,19,16.54
505,2453,凌群,"304,100",156,"5,336,010",17.50,17.70,17.45,17.45, ,0.0,17.45,29,17.55,1,13.12
506,2454,聯發科,"12,572,944","9,393","7,541,286,456",610.00,611.00,593.00,599.00,-,18.0,598.00,30,599.00,98,36.26
507,2455,全新,"1,704,943","1,127","145,104,098",84.70,86.00,84.30,84.40,-,0.9,84.40,19,84.50,135,28.23
508,2456,奇力新,"11,417,773","7,740","1,139,638,700",97.00,101.00,96.70,101.00,+,4.5,100.50,102,101.00,595,18.95
509,2457,飛宏,"9,108,260","2,919","97,187,076",10.40,10.95,10.40,10.50,+,0.1,10.45,43,10.50,10,0.00
510,2458,義隆,"10,182,796","7,177","1,591,814,972",154.50,158.50,153.00,157.50,+,3.5,157.00,48,157.50,81,17.38
511,2459,敦吉,"154,051",102,"6,342,699",41.10,41.30,41.05,41.30,+,0.15,41.30,1,41.35,11,9.56
512,2460,建通,"1,222,204",278,"15,968,802",13.00,13.30,12.70,13.05,-,0.05,13.05,4,13.10,13,0.00
513,2461,光群雷,"9,445,521","3,612","159,751,425",17.10,17.45,16.50,16.65,-,0.6,16.60,40,16.65,12,0.00
514,2462,良得電,"173,400",52,"4,346,100",25.15,25.15,25.00,25.15,+,0.1,25.00,1,25.15,1,22.06
515,2464,盟立,"578,387",337,"24,472,545",42.30,42.65,42.00,42.45,+,0.15,42.35,10,42.45,23,16.65
516,2465,麗臺,"293,320",159,"3,888,473",13.40,13.45,13.15,13.30,-,0.05,13.25,14,13.30,11,60.45
517,2466,冠西電,"99,000",63,"2,969,200",29.80,30.10,29.75,30.10,+,0.1,29.95,4,30.15,5,0.00
518,2467,志聖,"426,100",256,"11,878,365",28.10,28.20,27.70,27.90,-,0.1,27.85,10,27.95,7,14.09
519,2468,華經,"76,802",48,"1,066,117",13.75,13.95,13.75,13.95,+,0.1,13.90,13,13.95,4,20.22
520,2471,資通,"360,251",243,"7,395,320",20.15,21.20,20.05,20.65,+,0.6,20.60,9,20.65,3,18.77
521,2472,立隆電,"1,510,407",917,"81,008,578",53.20,54.00,53.00,53.80,+,0.9,53.70,71,53.80,7,13.09
522,2474,可成,"3,322,194","2,340","620,507,778",187.00,189.50,185.50,186.00,-,1.5,186.00,47,186.50,19,10.47
523,2476,鉅祥,"55,301",35,"1,063,962",19.15,19.30,19.15,19.25,+,0.05,19.20,4,19.30,9,16.18
524,2477,美隆電,"210,091",144,"5,023,572",23.90,24.00,23.60,24.00,+,0.25,23.95,3,24.00,28,14.55
525,2478,大毅,"1,617,578","1,173","114,961,747",70.10,71.90,70.10,70.60,+,0.5,70.60,20,70.80,7,14.59
526,2480,敦陽科,"633,524",510,"40,410,036",63.30,64.20,63.30,63.80,+,1.1,63.70,11,63.80,1,14.70
527,2481,強茂,"35,796,968","17,169","1,352,265,784",36.70,38.45,36.55,38.20,+,1.8,38.15,48,38.20,257,19.10
528,2482,連宇,"112,209",141,"1,199,699",10.75,10.80,10.60,10.70, ,0.0,10.65,10,10.70,2,32.42
529,2483,百容,"27,000",15,"512,900",19.00,19.00,18.95,19.00, ,0.0,18.95,8,19.00,1,15.45
530,2484,希華,"630,212",242,"14,087,816",22.30,22.45,22.25,22.30, ,0.0,22.30,41,22.35,1,26.24
531,2485,兆赫,"1,051,502",561,"20,085,376",18.80,19.30,18.75,19.00,+,0.2,19.00,23,19.05,2,0.00
532,2486,一詮,"9,168,616","2,881","107,868,355",12.20,12.20,11.30,11.75,-,0.2,11.70,35,11.75,66,0.00
533,2488,漢平,"466,608",200,"15,108,528",32.45,32.50,32.30,32.40, ,0.0,32.35,5,32.40,32,12.91
534,2489,瑞軒,"7,863,500","1,252","82,203,279",10.20,10.55,10.20,10.45,+,0.25,10.40,101,10.45,79,0.00
535,2491,吉祥全,"65,077",30,"533,757",8.20,8.23,8.18,8.21,-,0.01,8.19,9,8.24,4,1.48
536,2492,華新科,"4,597,637","3,274","756,649,605",162.50,166.50,162.50,164.00,+,1.0,163.50,239,164.00,15,14.60
537,2493,揚博,"551,733",347,"17,994,679",32.40,32.75,32.35,32.65,+,0.3,32.60,3,32.65,1,13.06
538,2495,普安,"245,680",116,"3,106,753",12.60,12.70,12.55,12.70,+,0.15,12.70,3,12.75,26,0.00
539,2496,卓越,"11,026",14,"673,990",61.00,61.30,61.00,61.20,+,0.4,60.80,1,61.20,2,15.90
540,2497,怡利電,"52,000",38,"889,050",17.30,17.30,17.00,17.00,-,0.25,17.00,9,17.10,6,0.00
541,2498,宏達電,"3,258,537","1,892","98,994,515",30.50,30.70,30.15,30.25,-,0.25,30.25,117,30.30,25,0.00
542,2501,國建,"1,079,079",476,"21,829,336",20.10,20.45,20.05,20.15, ,0.0,20.10,1,20.15,1,24.57
543,2504,國產,"7,827,328","2,577","186,768,060",23.70,24.10,23.65,23.75,-,0.1,23.75,321,23.80,29,18.13
544,2505,國揚,"6,070,430","2,154","170,670,408",28.45,28.50,27.85,27.95,-,0.5,27.95,21,28.00,34,4.25
545,2506,太設,"431,172",92,"4,124,937",9.48,9.58,9.48,9.57,+,0.02,9.56,17,9.57,15,0.00
546,2509,全坤建,"52,000",38,"1,020,750",19.60,19.70,19.60,19.70, ,0.0,19.65,2,19.70,5,25.58
547,2511,太子,"1,073,559",385,"11,428,923",10.65,10.70,10.60,10.65,+,0.05,10.60,104,10.65,39,36.72
548,2514,龍邦,"106,247",84,"1,483,379",14.00,14.05,13.90,13.90,-,0.15,13.90,5,13.95,9,24.39
549,2515,中工,"4,872,905",980,"40,171,835",8.21,8.30,8.20,8.26,+,0.06,8.24,78,8.26,70,31.77
550,2516,新建,"84,131",42,"441,294",5.29,5.29,5.20,5.28,+,0.05,5.23,1,5.28,4,0.00
551,2520,冠德,"2,815,234","1,505","113,737,669",40.50,41.15,39.90,40.00,-,0.45,40.00,41,40.05,6,10.72
552,2524,京城,"82,192",65,"3,294,850",39.55,40.25,39.55,40.00,+,0.1,40.05,2,40.10,4,9.64
553,2527,宏璟,"53,000",35,"1,001,900",19.00,19.00,18.85,18.90,-,0.05,18.90,12,18.95,29,7.19
554,2528,皇普,"98,500",41,"2,336,574",23.70,23.95,23.65,23.75,-,0.05,23.75,23,23.80,2,0.00
555,2530,華建,"610,730",197,"9,617,709",15.85,15.90,15.65,15.80,-,0.05,15.80,1,15.85,13,0.00
556,2534,宏盛,"2,309,696","1,136","42,371,626",18.15,18.50,18.10,18.25,+,0.25,18.20,32,18.25,33,11.27
557,2535,達欣工,"1,123,649",417,"27,879,121",24.95,24.95,24.75,24.85,+,0.05,24.80,31,24.85,32,7.84
558,2536,宏普,"275,300",123,"6,607,814",23.90,24.05,23.90,24.05,+,0.05,24.00,7,24.05,29,8.87
559,2537,聯上發,"4,399,016","1,348","48,813,426",11.00,11.35,10.90,11.05,+,0.1,11.00,89,11.05,31,0.00
560,2538,基泰,"563,150",167,"5,694,506",10.15,10.20,10.05,10.05,-,0.05,10.05,76,10.10,19,0.00
561,2539,櫻花建,"155,115",107,"4,827,826",31.05,31.25,31.00,31.00,-,0.05,31.00,15,31.05,2,10.16
562,2540,愛山林,"314,444",202,"17,742,485",54.80,57.10,54.80,57.00,+,1.9,56.80,11,57.20,2,19.66
563,2542,興富發,"3,678,950","2,159","171,463,342",46.40,46.90,46.35,46.55,+,0.2,46.55,8,46.60,15,20.42
564,2543,皇昌,"133,919",58,"933,648",7.10,7.11,6.83,6.85,-,0.2,6.85,10,7.04,1,62.27
565,2545,皇翔,"102,000",65,"3,887,950",37.95,38.25,37.85,38.10, ,0.0,38.10,2,38.15,8,42.81
566,2546,根基,"493,273",362,"25,786,296",52.30,53.20,51.10,51.90,+,0.3,51.70,15,51.90,9,12.27
567,2547,日勝生,"1,314,000",512,"14,343,088",10.85,11.00,10.80,10.85,+,0.05,10.85,80,10.90,7,15.96
568,2548,華固,"371,750",309,"32,776,399",88.30,88.30,88.00,88.20,+,0.1,88.20,14,88.30,4,5.59
569,2597,潤弘,"18,200",16,"1,096,020",60.40,60.40,60.10,60.20,-,0.3,60.20,1,60.30,5,11.49
570,2601,益航,"1,206,622",346,"12,024,881",9.93,10.05,9.92,9.95, ,0.0,9.95,13,9.99,36,0.00
571,2603,長榮,"115,161,657","22,932","1,869,088,168",16.35,16.65,15.95,16.10, ,0.0,16.10,571,16.15,222,29.27
572,2605,新興,"1,172,089",540,"17,434,344",14.95,15.05,14.75,14.80,-,0.15,14.80,30,14.85,2,13.83
573,2606,裕民,"1,301,777",883,"37,931,097",29.20,29.25,29.05,29.20, ,0.0,29.15,3,29.20,73,20.42
574,2607,榮運,"655,870",264,"9,229,532",14.00,14.15,13.95,14.05, ,0.0,14.00,19,14.05,15,19.79
575,2608,嘉里大榮,"86,537",49,"3,538,358",40.90,40.95,40.80,40.95,-,0.05,40.85,1,40.95,5,14.02
576,2609,陽明,"10,147,871","2,688","100,954,843",9.80,10.20,9.80,9.91,+,0.1,9.91,4,9.92,4,0.00
577,2610,華航,"21,514,335","5,032","191,028,030",8.98,8.98,8.81,8.82,-,0.1,8.82,1,8.83,11,0.00
578,2611,志信,"254,376",103,"1,886,470",7.36,7.50,7.34,7.46,+,0.1,7.45,7,7.46,2,0.00
579,2612,中航,"44,460",21,"1,104,858",24.75,24.90,24.75,24.85,+,0.1,24.80,7,24.90,4,18.27
580,2613,中櫃,"215,504",119,"3,293,034",15.40,15.50,15.10,15.20,-,0.2,15.20,5,15.30,4,138.18
581,2614,東森,"4,954,093","1,668","81,406,965",16.30,16.70,16.20,16.50,+,0.3,16.50,39,16.55,224,17.55
582,2615,萬海,"2,890,650","1,040","58,247,910",20.10,20.30,20.00,20.20,+,0.1,20.20,106,20.25,117,12.47
583,2616,山隆,"36,701",43,"1,099,930",30.00,30.00,29.95,30.00, ,0.0,29.95,9,30.00,13,13.16
584,2617,台航,"268,285",106,"4,514,138",16.80,16.90,16.75,16.80, ,0.0,16.80,1,16.85,23,11.51
585,2618,長榮航,"6,817,827","1,512","77,546,783",11.30,11.45,11.30,11.40,+,0.1,11.35,225,11.40,460,285.00
586,2630,亞航,"26,000",12,"423,800",16.40,16.40,16.25,16.30,-,0.05,16.30,15,16.35,10,60.37
587,2633,台灣高鐵,"3,286,764","1,699","105,269,650",32.10,32.25,31.95,32.00,-,0.15,31.95,165,32.00,179,33.68
588,2634,漢翔,"1,437,069",719,"42,633,201",29.75,29.80,29.55,29.55,-,0.2,29.55,81,29.60,1,21.11
589,2636,台驊投控,"2,146,501","1,129","73,998,829",34.85,35.30,34.05,34.30,-,0.4,34.30,1,34.35,2,12.04
590,2637,慧洋-KY,"848,212",481,"18,727,998",22.20,22.25,21.95,22.10,+,0.1,22.05,8,22.10,8,40.93
591,2642,宅配通,"123,000",94,"4,192,200",34.15,34.30,33.90,34.10,-,0.05,34.10,1,34.15,17,17.05
592,2701,萬企,"78,138",59,"932,456",11.95,12.00,11.85,12.00,+,0.05,11.90,4,11.95,1,19.05
593,2702,華園,"104,525",80,"1,671,245",15.80,16.10,15.80,16.00,+,0.3,16.00,7,16.05,8,0.00
594,2704,國賓,"2,885,610","1,802","92,113,832",30.40,33.20,30.40,31.15,+,0.7,31.15,4,31.30,9,72.44
595,2705,六福,"371,233",171,"6,703,314",18.20,18.20,17.95,18.10,+,0.15,18.05,5,18.10,26,0.00
596,2706,第一店,"104,122",112,"1,405,413",13.50,13.55,13.45,13.45,-,0.05,13.40,28,13.50,2,20.07
597,2707,晶華,"151,205",115,"20,103,175",133.00,134.00,132.50,134.00,+,2.0,133.00,6,134.00,24,20.33
598,2712,遠雄來,"7,000",7,"296,000",42.20,42.50,42.20,42.50,+,0.7,41.85,1,42.50,1,303.57
599,2722,夏都,"24,000",19,"671,650",28.10,28.20,27.50,28.00,-,0.1,28.00,2,28.05,1,133.33
600,2723,美食-KY,"639,400",480,"69,338,100",108.00,109.50,107.50,109.00,+,1.5,108.50,6,109.00,9,29.14
601,2727,王品,"580,034",467,"44,227,583",75.30,76.60,75.30,76.30,+,1.0,76.30,4,76.40,43,56.94
602,2731,雄獅,"218,640",186,"14,772,781",66.30,67.90,66.30,67.80,+,1.3,67.70,6,67.80,2,0.00
603,2739,寒舍,"86,300",62,"2,089,714",24.75,24.75,23.90,24.00,-,0.6,24.00,3,24.05,1,0.00
604,2748,雲品,"139,000",103,"5,858,850",41.75,42.55,41.75,42.10,+,0.35,42.00,2,42.20,1,33.15
605,2801,彰銀,"4,687,818","1,823","83,849,824",17.90,18.00,17.80,17.90,-,0.1,17.85,47,17.90,71,18.27
606,2809,京城銀,"552,119",334,"20,317,640",37.05,37.05,36.65,36.70,-,0.35,36.70,1,36.75,17,8.89
607,2812,台中銀,"4,001,233","1,333","43,635,041",10.90,10.95,10.85,10.95,+,0.05,10.90,457,10.95,867,10.05
608,2816,旺旺保,"161,939",66,"3,058,944",18.80,18.95,18.80,18.90, ,0.0,18.85,19,18.90,8,6.87
609,2820,華票,"271,186",152,"3,979,081",14.70,14.70,14.65,14.70, ,0.0,14.65,89,14.70,143,14.55
610,2823,中壽,"4,865,208","1,716","98,310,024",20.20,20.30,20.15,20.20, ,0.0,20.15,793,20.20,133,6.37
611,2832,台產,"62,745",36,"1,237,499",19.70,19.75,19.70,19.75, ,0.0,19.70,16,19.80,67,10.56
612,2834,臺企銀,"10,152,815","3,175","100,116,544",9.86,9.88,9.85,9.87,+,0.01,9.86,155,9.87,158,12.65
613,2836,高雄銀,"515,443",149,"5,197,895",10.05,10.10,10.00,10.10,+,0.05,10.05,5,10.10,5,13.65
614,2838,聯邦銀,"541,405",177,"5,479,881",10.10,10.20,10.10,10.10,-,0.1,10.10,491,10.15,139,9.44
615,2838A,聯邦銀甲特,"35,019",18,"1,828,195",52.20,52.30,52.20,52.30, ,0.0,52.20,16,52.30,37,0.00
616,2841,台開,"1,532,930",508,"11,949,213",7.72,7.87,7.72,7.76,+,0.06,7.75,36,7.77,22,0.00
617,2845,遠東銀,"3,866,074",782,"40,078,904",10.40,10.40,10.30,10.30,-,0.1,10.30,836,10.35,415,11.32
618,2849,安泰銀,"125,125",62,"1,807,336",14.40,14.55,14.25,14.40, ,0.0,14.35,6,14.40,16,13.46
619,2850,新產,"45,000",32,"1,589,750",35.40,35.45,35.25,35.30,-,0.05,35.25,18,35.30,4,6.81
620,2851,中再保,"237,671",141,"4,908,653",20.70,20.75,20.55,20.65, ,0.0,20.60,33,20.65,25,8.68
621,2852,第一保,"236,001",74,"3,060,313",13.00,13.10,12.90,13.00, ,0.0,12.90,12,13.00,35,12.26
622,2855,統一證,"1,778,667",570,"28,689,029",16.05,16.20,16.05,16.15,+,0.05,16.15,5,16.20,512,11.79
623,2867,三商壽,"852,814",349,"7,974,773",9.38,9.38,9.34,9.35,-,0.03,9.35,19,9.36,17,4.29
624,2880,華南金,"6,753,648","3,086","121,835,261",18.15,18.15,18.00,18.00,-,0.15,18.00,"2,573",18.05,102,24.32
625,2881,富邦金,"12,650,873","3,897","549,306,666",43.55,43.70,43.20,43.25,-,0.5,43.20,155,43.25,267,7.31
626,2881A,富邦特,"334,040",44,"21,042,816",63.00,63.10,62.80,63.00, ,0.0,62.80,25,63.00,105,0.00
627,2881B,富邦金乙特,"22,040",6,"1,384,200",62.80,62.90,62.80,62.90, ,0.0,62.70,1,62.90,13,0.00
628,2882,國泰金,"18,240,987","6,919","726,265,542",40.00,40.10,39.65,39.65,-,0.55,39.65,"1,118",39.70,10,9.49
629,2882A,國泰特,"96,315",33,"6,021,523",62.70,62.70,62.50,62.50,-,0.2,62.40,9,62.50,49,0.00
630,2882B,國泰金乙特,"27,219",16,"1,722,040",63.20,63.40,63.10,63.40, ,0.0,63.10,1,63.40,45,0.00
631,2883,開發金,"14,517,184","3,278","126,436,375",8.73,8.74,8.69,8.70,-,0.04,8.70,"1,723",8.71,58,15.82
632,2884,玉山金,"14,329,521","7,094","380,278,465",26.60,26.60,26.50,26.60,-,0.1,26.55,56,26.60,448,15.83
633,2885,元大金,"19,290,911","3,711","353,542,512",18.30,18.40,18.25,18.30,-,0.05,18.25,"3,234",18.30,44,10.40
634,2886,兆豐金,"17,230,024","8,922","493,285,699",28.70,28.75,28.55,28.55,-,0.2,28.55,"2,249",28.60,226,15.60
635,2887,台新金,"10,832,944","2,715","141,309,467",13.15,13.15,13.00,13.05,-,0.1,13.05,79,13.10,"1,709",11.15
636,2887E,台新戊特,"7,145",7,"378,685",53.00,53.00,53.00,53.00, ,0.0,52.90,458,53.00,39,0.00
637,2887F,台新戊特二,"8,100",11,"416,840",51.50,51.50,51.40,51.50, ,0.0,51.30,5,51.50,19,0.00
638,2888,新光金,"52,765,431","14,061","443,279,294",8.41,8.43,8.38,8.40,-,0.07,8.40,603,8.41,858,8.00
639,2888A,新光金甲特,"18,920",25,"846,714",44.70,44.80,44.70,44.75, ,0.0,44.75,235,44.80,30,0.00
640,2888B,新光金乙特,"256,035",170,"11,023,597",43.00,43.15,42.95,43.05, ,0.0,43.00,62,43.10,5,0.00
641,2889,國票金,"5,736,988","1,691","68,365,244",11.90,12.00,11.85,11.95,+,0.1,11.90,151,11.95,729,12.32
642,2890,永豐金,"9,667,893","2,366","105,186,342",10.90,10.95,10.85,10.85,-,0.1,10.85,"3,093",10.90,798,10.53
643,2891,中信金,"26,405,125","11,609","495,055,618",18.80,18.90,18.70,18.70,-,0.15,18.70,"4,386",18.75,262,8.99
644,2891B,中信金乙特,159,3,"10,191",--,--,--,--, ,0.0,64.70,1,65.20,7,0.00
645,2891C,中信金丙特,"2,487",9,"156,781",62.90,63.20,62.90,63.20, ,0.0,62.90,49,63.20,7,0.00
646,2892,第一金,"13,853,396","6,005","289,769,966",21.05,21.05,20.80,20.85,-,0.2,20.85,314,20.90,81,14.28
647,2897,王道銀行,"907,766",317,"6,378,912",7.01,7.05,7.00,7.04,+,0.02,7.04,53,7.05,5,23.47
648,2897A,王道銀甲特,"38,000",10,"387,700",10.25,10.25,10.20,10.20, ,0.0,10.20,63,10.25,93,0.00
649,2901,欣欣,"23,006",68,"545,044",23.60,23.70,23.55,23.70,+,0.15,23.65,1,23.70,2,67.71
650,2903,遠百,"4,327,019","1,478","113,788,740",26.15,26.50,26.00,26.30,+,0.15,26.30,94,26.35,57,24.81
651,2904,匯僑,"31,710",24,"775,252",24.45,24.50,24.40,24.45, ,0.0,24.40,9,24.45,4,11.75
652,2905,三商,"444,918",365,"10,129,065",22.70,22.85,22.60,22.80,+,0.2,22.70,47,22.80,43,6.28
653,2906,高林,"487,900",149,"6,819,850",13.90,14.20,13.85,14.05,+,0.2,13.95,23,14.05,12,156.11
654,2908,特力,"104,647",78,"2,473,283",23.65,23.70,23.60,23.65,+,0.05,23.60,2,23.65,10,17.14
655,2910,統領,"1,000",1,"31,450",31.45,31.45,31.45,31.45,-,0.05,31.15,2,31.45,1,68.37
656,2911,麗嬰房,"280,373",143,"1,845,673",6.55,6.63,6.55,6.58,+,0.03,6.57,1,6.58,7,0.00
657,2912,統一超,"1,456,261",823,"385,621,665",264.50,265.50,264.00,264.00,-,0.5,264.00,364,265.00,6,27.08
658,2913,農林,"601,283",140,"10,128,035",16.85,16.90,16.80,16.85,-,0.05,16.85,164,16.90,417,0.00
659,2915,潤泰全,"823,617",524,"54,722,625",66.40,66.60,66.30,66.40, ,0.0,66.40,16,66.50,2,5.11
660,2923,鼎固-KY,"71,044",45,"1,758,645",24.65,25.00,24.60,25.00,+,0.35,24.65,1,25.00,3,0.00
661,2929,淘帝-KY,"681,952",546,"23,872,909",34.45,35.50,34.45,35.15,+,0.7,35.15,5,35.20,1,0.00
662,2936,客思達-KY,"2,000",2,"40,350",20.10,20.25,20.10,20.25, ,0.0,20.15,3,20.30,4,168.75
663,2939,凱羿-KY,"330,000",238,"35,251,500",105.50,110.50,104.50,104.50,+,0.5,104.50,8,105.00,1,121.51
664,3002,歐格,"150,601",65,"1,686,021",11.15,11.25,11.10,11.20, ,0.0,11.15,1,11.25,32,21.13
665,3003,健和興,"471,000",322,"19,763,600",42.20,42.45,41.60,41.80,-,0.25,41.80,15,41.85,1,15.48
666,3004,豐達科,"58,124",49,"3,050,796",52.80,53.00,52.30,52.50,-,0.3,52.40,3,52.50,1,10.21
667,3005,神基,"1,741,679","1,101","80,501,413",46.15,46.45,46.10,46.20,-,0.1,46.15,57,46.20,8,11.03
668,3006,晶豪科,"2,704,032","1,388","105,486,888",39.00,39.40,38.65,38.90,+,0.15,38.85,13,38.90,146,11.93
669,3008,大立光,"1,040,197","1,751","3,675,525,940","3,535.00","3,600.00","3,500.00","3,500.00",-,60.0,"3,500.00",30,"3,505.00",2,16.55
670,3010,華立,"786,108",543,"45,822,350",57.70,58.80,57.60,58.10,+,0.4,58.00,21,58.10,2,8.72
671,3011,今皓,"322,100",98,"2,075,752",6.45,6.52,6.34,6.50,+,0.06,6.50,8,6.52,2,0.00
672,3013,晟銘電,"130,000",78,"1,782,800",13.80,13.80,13.65,13.65,-,0.05,13.65,12,13.75,12,13.00
673,3014,聯陽,"5,065,526","3,063","372,126,851",74.40,74.40,72.90,73.00,-,1.4,73.00,86,73.10,1,17.38
674,3015,全漢,"974,186",484,"32,405,175",33.05,33.60,33.00,33.30,+,0.35,33.20,3,33.30,25,14.87
675,3016,嘉晶,"6,627,809","4,198","477,972,250",70.90,72.80,70.70,72.70,+,1.8,72.70,40,72.80,32,807.78
676,3017,奇鋐,"27,808,599","15,016","1,894,571,785",67.50,69.30,67.00,67.60,+,1.2,67.60,11,67.70,7,18.27
677,3018,同開,"202,739",107,"4,172,350",20.60,20.80,20.45,20.75,+,0.15,20.70,5,20.75,3,0.00
678,3019,亞光,"1,904,198","1,320","129,286,599",67.30,68.20,66.90,67.90,+,1.0,67.90,12,68.00,43,37.51
679,3021,鴻名,"357,189",180,"5,999,574",16.90,16.95,16.70,16.80,-,0.1,16.80,15,16.85,5,13.44
680,3022,威強電,"132,663",115,"6,093,744",45.70,46.25,45.60,45.80,+,0.25,45.75,2,45.80,2,11.36
681,3023,信邦,"364,225",378,"67,723,575",186.50,187.00,185.00,187.00,+,1.5,186.50,9,187.50,24,23.17
682,3024,憶聲,"4,024,557","1,339","52,353,476",13.10,13.20,12.80,12.95,-,0.15,12.95,31,13.00,4,71.94
683,3025,星通,"74,001",37,"1,449,369",19.50,19.70,19.50,19.60,+,0.1,19.60,3,19.65,4,30.15
684,3026,禾伸堂,"1,334,757",943,"141,449,116",105.50,107.00,104.00,106.00,+,1.5,105.50,81,106.00,19,18.28
685,3027,盛達,"1,345,703",633,"25,725,116",19.10,19.40,18.75,19.05,+,0.1,19.05,10,19.10,83,0.00
686,3028,增你強,"340,375",183,"6,954,817",20.40,20.50,20.35,20.45,+,0.05,20.40,43,20.45,5,14.93
687,3029,零壹,"701,146",469,"28,509,279",40.95,41.05,40.55,40.55,-,0.2,40.55,3,40.60,8,12.63
688,3030,德律,"663,399",434,"39,990,519",60.10,60.80,60.00,60.10,+,0.1,60.00,26,60.10,3,13.39
689,3031,佰鴻,"310,500",152,"4,654,899",14.95,15.10,14.85,14.85,-,0.1,14.85,12,14.90,4,13.75
690,3032,偉訓,"1,187,360",605,"52,934,892",44.20,45.35,44.00,44.25,+,0.25,44.25,3,44.30,17,13.53
691,3033,威健,"520,853",311,"9,438,172",18.15,18.25,18.05,18.05,-,0.1,18.05,55,18.10,4,16.87
692,3034,聯詠,"5,343,693","3,575","1,365,873,052",255.00,259.00,253.00,253.00,-,2.5,252.50,63,253.00,42,17.91
693,3035,智原,"1,084,927",788,"49,190,748",45.20,45.60,45.05,45.40,+,0.35,45.40,11,45.45,7,29.87
694,3036,文曄,"550,162",316,"20,875,575",37.85,38.00,37.85,38.00,+,0.15,37.95,21,38.00,17,9.90
695,3037,欣興,"50,868,304","25,268","4,016,578,224",78.20,80.20,77.90,80.20,+,2.3,80.10,15,80.20,390,28.24
696,3038,全台,"766,713",381,"13,941,418",18.15,18.30,18.05,18.15, ,0.0,18.15,101,18.20,1,10.08
697,3040,遠見,"74,000",64,"2,512,850",33.95,34.15,33.85,33.85, ,0.0,33.85,16,33.90,9,8.53
698,3041,揚智,"1,667,418",909,"42,180,286",25.20,25.65,25.10,25.15,+,0.05,25.15,88,25.20,18,0.00
