開標日期,證券名稱,證券代號,發行市場,發行性質,競拍方式,競拍數量(張),最低投標價格(元),最低每標單投標數量(張),最高投(得)標數量(張),保證金成數(%),每一投標單投標處理費(元),撥券日期(上市、上櫃日期),主辦券商,得標總金額(元),得標手續費率(%),總合格件,合格投標數量(張),最低得標價格(元),最高得標價格(元),得標加權平均價格(元),承銷價格(元)
2016/5/5,寒舍,2739.0,集中市場,初上市,美國標,7723.0,38.8,3.0,965,50.0,500.0,2016/5/19,富邦,414385780.0,3.5,"1,598","33,686",52.0,62.0,53.66,50.44
2016/5/17,愛普,6531.0,集中市場,初上市,美國標,4885.0,71.0,2.0,610,50.0,500.0,2016/5/31,永豐金,460032270.0,5.0,"1,154","15,591",92.0,102.0,94.17,92.3
2016/6/1,達爾膚,6523.0,櫃檯買賣,初上櫃,美國標,2538.0,150.4,2.0,317,50.0,500.0,2016/6/16,元大,686694130.0,5.0,"1,769","12,239",257.21,303.62,270.57,188.0
2016/7/5,藥華藥,6446.0,櫃檯買賣,初上櫃,美國標,14400.0,132.5,2.0,"1,800",50.0,500.0,2016/7/19,凱基,2502986750.0,4.5,"2,293","35,123",165.0,200.0,173.82,159.0
2016/7/6,力達-KY,4552.0,集中市場,第一上市初上市,美國標,7999.0,80.0,2.0,"1,000",50.0,500.0,2016/7/20,凱基,925187300.0,4.0,"1,254","18,527",101.1,185.0,115.66,96.0
2016/7/13,益安,6499.0,櫃檯買賣,初上櫃,美國標,4080.0,120.0,2.0,510,50.0,500.0,2016/7/27,元富,669504320.0,5.0,"1,166","8,476",157.1,182.1,164.09,132.0
2016/8/24,大國鋼,8415.0,櫃檯買賣,初上櫃,美國標,8000.0,12.0,2.0,"1,000",50.0,500.0,2016/9/7,統一,136024850.0,3.0,791,"32,296",17.0,17.5,17.0,15.0
2016/8/25,隆中,6542.0,櫃檯買賣,初上櫃,美國標,2817.0,96.36,2.0,352,50.0,500.0,2016/9/8,元大,323704440.0,5.0,847,"7,082",111.0,125.3,114.91,106.0
2016/8/25,山林水,8473.0,集中市場,初上市,美國標,9378.0,41.69,2.0,"1,172",50.0,500.0,2016/9/8,兆豐,514252800.0,2.5,"1,777","41,221",53.5,60.0,54.84,54.2
2016/8/31,長華科,6548.0,櫃檯買賣,初上櫃,美國標,1700.0,87.93,2.0,212,50.0,500.0,2016/9/13,凱基,211965920.0,5.0,"1,167","10,298",120.1,135.0,124.69,102.0
2016/9/5,岱宇,1598.0,集中市場,初上市,美國標,7437.0,37.2,2.0,929,50.0,500.0,2016/9/20,國泰,364462230.0,4.0,"1,085","14,793",47.12,55.8,49.01,46.5
2016/9/9,順藥,6535.0,櫃檯買賣,初上櫃,美國標,6800.0,45.0,3.0,680,50.0,500.0,2016/9/26,元富,383607080.0,5.0,941,"10,655",53.78,67.6,56.41,54.0
2016/9/9,生展,8279.0,櫃檯買賣,初上櫃,美國標,1681.0,50.69,2.0,210,50.0,500.0,2016/9/26,群益,111950060.0,3.5,"1,199","13,269",65.3,71.22,66.6,58.8
2016/10/3,廣越,4438.0,集中市場,初上市,美國標,8302.0,139.29,2.0,"1,037",50.0,500.0,2016/10/18,凱基,1456834850.0,5.0,"2,176","19,956",169.0,204.0,175.48,156.0
2016/10/13,台灣高鐵,2633.0,集中市場,初上市,美國標,16000.0,11.64,2.0,"2,000",50.0,500.0,2016/10/27,富邦,284890890.0,5.0,"3,098","171,292",17.21,20.0,17.81,15.13
2016/10/18,美吉吉-KY,8466.0,集中市場,第一上市初上市,美國標,5284.0,69.0,2.0,660,50.0,500.0,2016/11/1,凱基,575400880.0,4.0,"2,622","42,687",104.9,193.5,108.89,82.8
2016/10/28,康控-KY,4943.0,集中市場,第一上市初上市,美國標,7370.0,49.0,2.0,921,50.0,500.0,2016/11/11,中國信託,446617850.0,5.0,823,"16,682",59.1,75.23,60.6,58.8
2016/11/28,冠科-KY　,6554.0,櫃檯買賣,第一上櫃初上櫃,美國標,9447.0,45.67,2.0,"1,180",50.0,500.0,2016/12/12,元大,526970680.0,5.0,743,"13,925",53.1,68.0,55.78,55.78
2016/11/29,吉源-KY,8488.0,集中市場,第一上市初上市,美國標,5399.0,37.5,2.0,675,50.0,500.0,2016/12/13,凱基,245282970.0,4.0,721,"14,667",43.11,88.0,45.43,42.0
2016/12/5,麗清,3346.0,集中市場,初上市,美國標,5508.0,24.0,2.0,688,50.0,500.0,2016/12/19,元大,195336480.0,5.0,"1,032","27,085",33.76,38.2,35.46,30.0
2016/12/7,醫揚,6569.0,櫃檯買賣,初上櫃,美國標,1639.0,152.89,2.0,204,50.0,500.0,2016/12/21,台新,350256130.0,4.0,"1,052","6,534",207.11,230.1,213.7,185.0
2016/12/14,宏觀,6568.0,櫃檯買賣,初上櫃,美國標,1521.0,108.8,2.0,190,50.0,500.0,2016/12/28,兆豐,213690830.0,2.5,886,"8,273",138.21,148.0,140.49,136.0
2016/12/16,虹堡,5258.0,集中市場,初上市,美國標,5929.0,35.0,2.0,741,50.0,500.0,2016/12/30,台新,233883480.0,4.0,311,"10,065",37.3,44.0,39.45,39.45
2017/1/3,泰昇-KY,8480.0,集中市場,第一上市初上市,美國標,3400.0,82.31,2.0,425,50.0,500.0,2017/1/17,兆豐,0.0,2.5,,,0.0,0.0,0.0,0.0
