,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
434,2354,鴻準,"1,320,425",896,"69,650,761",52.90,52.90,52.40,52.80,+,0.1,52.80,9,52.90,57,11.63
435,2355,敬鵬,"967,720",525,"25,274,174",26.10,26.25,26.00,26.15,-,0.05,26.15,24,26.20,26,24.90
436,2356,英業達,"6,885,994","2,329","157,038,846",22.85,22.90,22.70,22.80,+,0.05,22.80,163,22.85,556,11.46
437,2357,華碩,"1,986,350","1,342","503,019,250",252.00,256.50,250.50,256.00,+,4.5,256.00,2,256.50,120,13.13
438,2358,廷鑫,"117,493",68,"1,726,296",14.70,14.85,14.55,14.70,+,0.15,14.65,5,14.70,6,61.25
439,2359,所羅門,"379,436",228,"7,181,764",18.80,19.10,18.80,19.00,+,0.2,18.95,3,19.00,5,18.10
440,2360,致茂,"686,522",591,"107,882,476",155.50,159.00,153.50,159.00,+,3.0,158.50,15,159.00,55,31.18
441,2362,藍天,"466,975",231,"14,261,485",30.70,30.70,30.40,30.65, ,0.0,30.50,5,30.65,15,45.07
442,2363,矽統,"61,523,054","14,066","834,869,341",12.85,13.95,12.80,13.95,+,1.25,13.90,266,13.95,305,0.00
443,2364,倫飛,"541,400",109,"1,672,919",3.09,3.09,3.09,3.09,+,0.28,3.09,"3,367",--,0,0.00
444,2365,昆盈,"773,687",293,"8,099,338",10.45,10.60,10.35,10.50,+,0.05,10.45,16,10.50,16,14.00
445,2367,燿華,"5,085,913","2,205","113,118,999",22.10,22.45,22.00,22.30,+,0.4,22.30,43,22.35,8,39.12
446,2368,金像電,"19,168,260","9,274","955,652,040",49.30,50.40,49.30,49.60,+,0.75,49.60,26,49.65,12,17.16
447,2369,菱生,"1,178,673",368,"13,369,933",11.30,11.45,11.20,11.40,+,0.15,11.40,18,11.45,125,0.00
448,2371,大同,"2,920,769",696,"47,448,743",15.90,16.45,15.75,16.45,+,0.65,16.40,97,16.45,84,8.70
449,2373,震旦行,"25,225",28,"2,155,137",85.00,85.70,85.00,85.60,+,0.6,85.50,7,85.60,1,15.34
450,2374,佳能,"265,952",169,"3,448,426",13.00,13.10,12.90,13.05,+,0.1,12.95,20,13.05,15,0.00
451,2375,凱美,"1,764,817","1,324","74,197,916",40.90,42.60,40.85,42.60,+,2.3,42.50,3,42.60,34,13.40
452,2376,技嘉,"11,257,299","7,192","914,421,741",80.50,82.30,80.30,80.60,+,1.4,80.60,51,80.70,42,16.76
453,2377,微星,"4,564,208","2,699","625,631,204",136.50,138.00,135.50,137.50,+,1.5,137.00,"1,076",137.50,71,18.21
454,2379,瑞昱,"3,943,274","3,219","1,462,161,551",373.00,373.00,365.00,372.00,+,6.0,372.00,16,372.50,38,26.29
455,2380,虹光,"536,189",213,"2,920,233",5.41,5.52,5.37,5.46,+,0.13,5.41,8,5.46,1,0.00
456,2382,廣達,"8,796,455","4,159","678,304,963",76.80,78.10,76.20,78.10,+,1.7,78.00,18,78.10,168,17.02
457,2383,台光電,"4,401,606","2,927","674,148,036",150.00,156.00,149.50,156.00,+,6.5,155.50,23,156.00,163,13.74
458,2385,群光,"1,045,706",612,"91,626,728",87.20,88.20,87.00,88.00,+,0.6,87.90,1,88.00,17,11.58
459,2387,精元,"4,481,815","2,804","302,982,297",68.30,69.40,65.40,68.10,+,1.5,68.10,22,68.30,30,42.30
460,2388,威盛,"5,291,110","3,142","215,575,108",39.50,41.50,39.45,40.80,+,1.5,40.80,14,40.85,5,0.00
461,2390,云辰,"3,088,012","1,174","55,012,058",17.90,18.20,17.60,17.75,+,0.25,17.70,327,17.75,23,22.47
462,2392,正崴,"2,468,033","1,593","101,397,007",40.25,41.50,40.25,41.40,+,1.3,41.35,27,41.40,13,9.41
463,2393,億光,"3,986,327","2,330","149,936,988",37.00,38.00,37.00,37.90,+,0.95,37.85,22,37.90,33,17.39
464,2395,研華,"650,192",610,"187,396,796",285.50,291.50,284.50,288.00,+,5.5,288.00,4,288.50,2,27.14
465,2397,友通,"56,192",41,"3,774,059",67.00,68.50,67.00,67.00,-,0.2,67.00,1,67.50,9,15.47
466,2399,映泰,"1,027,388",373,"11,160,427",10.90,11.00,10.70,10.95,+,0.2,10.95,36,11.00,70,27.38
467,2401,凌陽,"7,176,317","2,012","98,179,082",13.40,13.85,13.40,13.75,+,0.4,13.70,46,13.75,80,0.00
468,2402,毅嘉,"813,725",289,"13,223,872",16.25,16.35,16.05,16.20,+,0.05,16.20,30,16.25,10,36.00
469,2404,漢唐,"748,075",592,"151,728,525",202.00,204.50,201.00,204.50,+,4.0,204.00,38,204.50,55,12.14
470,2405,浩鑫,"593,421",206,"5,469,325",9.29,9.29,9.11,9.25,+,0.06,9.24,4,9.25,3,132.14
471,2406,國碩,"10,922,020","5,070","172,286,517",16.65,16.65,15.20,15.70,-,1.1,15.70,4,15.75,18,0.00
472,2408,南亞科,"18,644,211","8,691","1,021,027,741",53.60,55.50,53.50,54.80,+,1.5,54.70,302,54.80,52,19.50
473,2409,友達,"87,102,633","12,461","1,059,778,272",12.25,12.35,12.00,12.20,+,0.1,12.15,631,12.20,603,0.00
474,2412,中華電,"4,317,927","2,525","469,317,543",108.50,109.00,108.00,109.00, ,0.0,108.50,832,109.00,"2,097",25.83
475,2413,環科,"1,445,159",447,"23,687,391",16.20,16.65,16.00,16.35,+,0.15,16.30,9,16.40,4,0.00
476,2414,精技,"142,190",96,"3,502,067",24.40,24.85,24.40,24.85,+,0.35,24.80,18,24.85,6,12.36
477,2415,錩新,"43,145",36,"675,112",15.80,15.80,15.60,15.65, ,0.0,15.65,8,15.70,1,0.00
478,2417,圓剛,"72,058,866","34,810","4,400,625,294",59.00,64.10,55.90,64.10,+,5.8,64.10,"3,639",--,0,61.05
479,2419,仲琦,"273,437",147,"6,067,300",22.20,22.30,22.05,22.20,+,0.05,22.20,21,22.25,3,32.65
480,2420,新巨,"435,741",274,"14,114,416",32.60,32.60,32.25,32.35,-,0.2,32.35,6,32.40,10,11.12
481,2421,建準,"1,879,035","1,301","113,743,017",59.90,61.30,59.30,60.70,+,1.4,60.70,11,60.80,9,16.19
482,2423,固緯,"103,555",70,"2,304,920",22.35,22.35,22.15,22.35,+,0.1,22.25,1,22.35,9,13.22
483,2424,隴華,19,1,277,--,--,--,--, ,0.0,14.85,1,15.50,3,0.00
484,2425,承啟,"1,259,177",611,"32,081,545",25.50,25.85,25.05,25.50, ,0.0,25.50,4,25.55,2,25.25
485,2426,鼎元,"16,278,154","4,769","270,976,206",16.65,16.90,16.35,16.40,-,0.05,16.40,288,16.45,14,11.80
486,2427,三商電,"388,234",124,"4,180,624",10.70,10.85,10.70,10.80,+,0.1,10.75,1,10.80,50,14.21
487,2428,興勤,"420,715",309,"44,102,429",103.00,105.50,103.00,105.00,+,3.0,105.00,4,105.50,5,11.67
488,2429,銘旺科,"47,100",32,"790,339",16.40,17.15,16.40,17.00, ,0.0,16.90,2,17.10,3,0.00
489,2430,燦坤,"94,422",69,"1,794,452",18.90,19.10,18.85,19.00,+,0.1,19.00,9,19.05,11,13.01
490,2431,聯昌,"3,198,535",845,"35,261,243",10.45,11.40,10.35,11.40,+,1.0,11.40,100,--,0,21.92
491,2433,互盛電,"48,012",36,"2,327,483",48.40,48.50,48.40,48.50,+,0.1,48.50,5,48.60,5,12.22
492,2436,偉詮電,"2,330,674","1,198","71,234,849",30.00,30.95,29.95,30.90,+,1.1,30.90,99,30.95,51,27.84
493,2438,翔耀,"107,760",53,"699,846",6.60,6.60,6.32,6.50,-,0.02,6.50,3,6.56,5,130.00
494,2439,美律,"3,208,540","2,084","501,914,280",154.00,158.00,154.00,156.00,+,4.0,156.00,19,156.50,21,19.07
495,2440,太空梭,"1,276,044",580,"14,433,740",11.55,11.55,10.90,11.20,-,0.35,11.20,2,11.25,19,17.23
496,2441,超豐,"699,386",454,"35,782,738",51.20,51.60,50.60,51.20,+,0.2,51.10,10,51.20,13,12.80
497,2442,新美齊,"4,811,703","1,560","51,548,827",10.30,11.05,10.05,10.60,+,0.45,10.60,21,10.70,6,0.00
498,2443,億麗,"3,800,517",630,"16,891,384",4.20,4.52,4.10,4.52,+,0.41,4.52,555,--,0,0.00
499,2444,兆勁,"412,624",149,"5,957,384",14.55,14.60,14.35,14.50,-,0.15,14.45,2,14.50,17,0.00
500,2448,晶電,"18,823,085","8,852","782,029,088",41.90,42.30,40.90,41.25,+,0.55,41.25,68,41.30,38,0.00
501,2449,京元電子,"10,354,752","4,210","319,868,553",30.60,31.05,30.60,31.00,+,0.45,31.00,70,31.05,137,9.39
502,2450,神腦,"63,388",62,"1,844,660",29.20,29.20,29.00,29.10,+,0.3,29.10,12,29.15,23,17.43
503,2451,創見,"406,948",321,"26,200,634",64.60,64.80,64.20,64.30,-,0.3,64.30,9,64.50,4,16.62
504,2453,凌群,"240,795",124,"4,204,520",17.50,17.60,17.40,17.40,+,0.05,17.40,7,17.50,9,13.08
505,2454,聯發科,"8,675,428","6,491","5,233,147,652",596.00,610.00,589.00,609.00,+,14.0,608.00,28,609.00,33,36.86
506,2455,全新,"4,796,516","3,578","406,088,577",84.60,86.40,82.70,82.90,-,0.4,82.90,11,83.00,31,27.73
507,2456,奇力新,"2,128,478","1,550","204,772,990",95.00,97.40,94.70,97.30,+,2.7,97.20,4,97.30,48,18.26
508,2457,飛宏,"6,048,576","1,791","61,726,570",9.93,10.40,9.93,10.10,+,0.35,10.05,84,10.10,57,0.00
509,2458,義隆,"5,180,441","3,511","786,580,532",150.00,153.50,148.00,153.00,+,4.0,152.50,37,153.00,45,16.89
510,2459,敦吉,"113,532",68,"4,601,897",40.50,40.65,40.45,40.65,+,0.2,40.60,8,40.70,6,9.41
511,2460,建通,"415,614",239,"5,370,262",13.05,13.35,12.65,12.85,-,0.2,12.85,4,12.90,6,0.00
512,2461,光群雷,"375,001",195,"5,894,465",15.50,15.85,15.50,15.75,+,0.1,15.75,4,15.80,22,0.00
513,2462,良得電,"128,000",49,"3,207,900",25.05,25.15,25.00,25.10,+,0.1,25.00,2,25.15,2,22.02
514,2464,盟立,"902,412",573,"38,218,150",42.10,42.80,41.75,42.75,+,0.65,42.75,5,42.80,30,16.76
515,2465,麗臺,"1,159,521",549,"15,005,132",12.70,13.60,12.15,13.60,+,1.1,13.45,6,13.60,38,61.82
516,2466,冠西電,"86,040",59,"2,586,042",29.75,30.25,29.75,30.00,+,0.15,30.00,8,30.05,6,0.00
517,2467,志聖,"173,334",99,"4,702,368",27.05,27.30,26.95,27.20,+,0.2,27.15,4,27.20,15,13.74
518,2468,華經,"118,615",72,"1,656,728",13.95,14.05,13.90,14.05,+,0.15,14.00,18,14.05,6,20.36
519,2471,資通,"83,051",55,"1,667,384",20.20,20.20,19.95,20.05,-,0.05,20.00,6,20.05,4,18.23
520,2472,立隆電,"1,829,244","1,101","98,476,308",53.20,54.40,53.20,54.00,+,1.1,53.90,30,54.00,38,13.14
521,2474,可成,"3,505,623","2,215","669,611,493",191.00,193.00,190.00,190.00,+,1.5,190.00,129,190.50,20,10.69
522,2476,鉅祥,"102,632",65,"1,963,533",19.15,19.20,19.00,19.15,+,0.05,19.15,5,19.25,9,16.09
523,2477,美隆電,"81,383",51,"1,873,159",23.00,23.25,22.75,23.10,+,0.25,23.10,11,23.20,2,14.00
524,2478,大毅,"3,035,293","2,068","214,077,655",68.70,72.30,68.40,72.00,+,3.6,71.90,3,72.00,135,14.88
525,2480,敦陽科,"193,015",160,"11,927,830",61.40,62.10,61.40,61.70,+,0.3,61.70,9,61.80,16,14.22
526,2481,強茂,"8,100,635","4,152","289,210,610",35.05,36.25,34.85,36.10,+,1.45,36.10,39,36.15,11,18.05
527,2482,連宇,"30,345",89,"320,545",10.60,10.60,10.45,10.55,+,0.1,10.50,18,10.60,8,31.97
528,2483,百容,"21,145",17,"400,655",18.90,19.00,18.90,19.00,+,0.1,19.00,2,19.10,4,15.45
529,2484,希華,"598,982",306,"13,217,350",21.90,22.25,21.85,22.10,+,0.25,22.10,7,22.15,1,26.00
530,2485,兆赫,"845,463",405,"16,111,300",19.00,19.30,18.80,18.95,+,0.05,18.90,35,18.95,42,0.00
531,2486,一詮,"15,321,248","4,328","185,877,422",11.65,12.55,11.60,11.60,+,0.15,11.60,6,11.65,10,0.00
532,2488,漢平,"419,645",266,"13,574,439",32.15,32.60,32.05,32.40,+,0.4,32.35,8,32.40,32,12.91
533,2489,瑞軒,"4,145,599",903,"43,579,324",10.45,10.70,10.30,10.45, ,0.0,10.45,62,10.50,56,0.00
534,2491,吉祥全,"92,173",34,"763,754",8.24,8.38,8.23,8.25,+,0.03,8.25,1,8.30,2,1.49
535,2492,華新科,"6,456,179","4,436","1,055,032,035",161.00,166.00,160.00,165.00,+,5.0,164.50,69,165.00,16,14.69
536,2493,揚博,"189,841",143,"6,011,049",31.70,31.80,31.50,31.70,+,0.2,31.70,1,31.75,15,12.68
537,2495,普安,"301,543",107,"3,741,527",12.35,12.50,12.30,12.40,+,0.15,12.40,3,12.45,8,0.00
538,2496,卓越,"17,617",22,"1,065,841",60.40,61.20,60.10,60.50,+,0.2,60.60,1,61.00,1,15.71
539,2497,怡利電,"224,174",149,"3,844,432",16.60,17.45,16.60,17.10,+,0.55,17.05,8,17.15,2,0.00
540,2498,宏達電,"2,399,297","1,156","73,001,898",30.30,30.60,30.30,30.45,+,0.2,30.45,13,30.50,71,0.00
541,2501,國建,"973,521",519,"19,578,720",20.15,20.25,20.00,20.05,-,0.05,20.05,5,20.10,9,24.45
542,2504,國產,"17,755,048","6,416","424,751,762",24.20,24.60,23.50,23.75,-,0.15,23.70,86,23.75,42,18.13
543,2505,國揚,"3,814,485","1,706","105,585,397",27.90,28.00,27.60,27.65,-,0.25,27.65,5,27.70,58,4.21
544,2506,太設,"59,217",44,"564,818",9.56,9.56,9.52,9.55,+,0.02,9.55,10,9.56,12,0.00
545,2509,全坤建,"33,600",16,"663,310",19.75,19.75,19.70,19.75, ,0.0,19.65,4,19.75,17,25.65
546,2511,太子,"2,692,524",745,"28,516,917",10.65,10.70,10.50,10.65,+,0.05,10.60,50,10.65,64,36.72
547,2514,龍邦,"66,899",52,"932,087",13.85,14.00,13.85,14.00,+,0.2,14.00,17,14.05,12,24.56
548,2515,中工,"5,862,825","1,250","48,888,389",8.31,8.39,8.31,8.34, ,0.0,8.34,99,8.35,157,32.08
549,2516,新建,"183,088",68,"960,006",5.24,5.29,5.18,5.26,+,0.02,5.19,3,5.26,4,0.00
550,2520,冠德,"3,919,284","2,054","159,103,738",41.50,41.65,40.05,40.25,-,0.85,40.20,74,40.25,21,10.79
551,2524,京城,"137,209",98,"5,480,544",40.05,40.25,39.60,39.60,-,0.45,39.60,7,39.80,6,9.54
552,2527,宏璟,"155,020",78,"2,930,083",19.00,19.00,18.80,18.85,-,0.15,18.85,12,18.90,4,7.17
553,2528,皇普,"115,000",62,"2,721,600",23.70,23.75,23.60,23.60,-,0.1,23.60,8,23.70,27,0.00
554,2530,華建,"370,291",115,"5,857,239",15.90,15.90,15.80,15.90, ,0.0,15.90,1,15.95,6,0.00
555,2534,宏盛,"1,211,346",699,"22,052,919",18.30,18.40,18.10,18.30,+,0.05,18.25,39,18.30,51,11.30
556,2535,達欣工,"1,459,882",600,"36,235,311",25.00,25.00,24.70,24.70,-,0.1,24.70,110,24.75,4,7.79
557,2536,宏普,"353,583",177,"8,430,609",23.65,24.00,23.65,23.95,+,0.2,23.95,2,24.00,69,8.84
558,2537,聯上發,"2,464,714",626,"25,570,348",10.45,10.55,10.30,10.30,+,0.05,10.30,9,10.35,18,0.00
559,2538,基泰,"454,022",138,"4,591,421",10.20,10.20,10.05,10.10,-,0.05,10.05,174,10.10,9,0.00
560,2539,櫻花建,"186,556",141,"5,782,786",31.00,31.10,30.90,31.00, ,0.0,30.95,9,31.00,6,10.16
561,2540,愛山林,"1,339,513",910,"73,461,604",57.90,58.40,50.50,50.70,-,4.5,50.70,11,50.80,3,17.48
562,2542,興富發,"2,180,905","1,343","101,032,372",46.30,46.45,46.20,46.35,+,0.05,46.35,64,46.40,77,20.33
563,2543,皇昌,"356,388",137,"2,507,215",6.66,7.14,6.66,7.13,+,0.5,7.10,6,7.13,2,64.82
564,2545,皇翔,"119,210",92,"4,530,780",37.95,38.25,37.80,38.00,+,0.05,37.85,6,38.00,4,42.70
565,2546,根基,"409,250",284,"20,337,397",50.30,50.50,49.35,49.45,-,0.35,49.45,4,49.50,12,11.69
566,2547,日勝生,"5,824,810","1,355","64,680,660",11.25,11.35,10.95,11.00, ,0.0,11.00,293,11.05,8,16.18
567,2548,華固,"541,488",377,"47,829,278",88.60,89.00,88.00,88.10,-,0.3,88.10,3,88.30,29,5.58
568,2597,潤弘,"43,239",35,"2,600,959",60.10,60.60,59.50,60.10,+,0.3,60.00,5,60.10,3,11.47
569,2601,益航,"2,495,329",589,"25,140,490",10.10,10.20,10.00,10.05,+,0.05,10.05,47,10.10,113,0.00
570,2603,長榮,"323,729,530","56,328","5,548,797,437",18.00,18.25,16.35,16.50,-,1.2,16.50,399,16.55,595,30.00
571,2605,新興,"2,908,320","1,124","42,908,367",14.70,14.95,14.50,14.95,+,0.4,14.90,11,14.95,118,13.97
572,2606,裕民,"1,635,177","1,228","48,086,951",29.80,29.80,29.10,29.50,-,0.1,29.50,342,29.55,6,20.63
573,2607,榮運,"1,325,837",335,"18,568,022",13.95,14.10,13.85,14.05,+,0.1,14.00,19,14.05,7,19.79
574,2608,嘉里大榮,"89,776",82,"3,657,325",40.65,40.80,40.65,40.75,+,0.1,40.75,11,40.80,10,13.96
575,2609,陽明,"25,275,774","5,032","257,206,450",10.35,10.55,9.91,10.10,-,0.1,10.05,241,10.10,236,0.00
576,2610,華航,"62,553,877","12,829","565,448,069",9.36,9.37,8.90,8.91,-,0.29,8.91,687,8.92,35,0.00
577,2611,志信,"437,320",138,"3,190,851",7.40,7.40,7.22,7.26,-,0.09,7.26,4,7.28,17,0.00
578,2612,中航,"59,576",48,"1,476,906",24.80,25.10,24.70,24.85,+,0.05,24.80,12,24.95,6,18.27
579,2613,中櫃,"358,222",190,"5,636,211",15.85,16.15,15.60,15.65,-,0.05,15.65,18,15.70,1,142.27
580,2614,東森,"1,792,352",748,"29,181,194",16.40,16.40,16.20,16.30,+,0.15,16.25,65,16.30,117,17.34
581,2615,萬海,"6,679,549","2,060","131,884,056",20.15,20.15,19.50,19.75,-,0.25,19.75,31,19.80,36,12.19
582,2616,山隆,"34,208",39,"1,020,369",29.80,29.90,29.80,29.85,+,0.05,29.80,11,29.85,1,13.09
583,2617,台航,"436,001",189,"7,310,166",16.75,16.85,16.65,16.85,+,0.1,16.80,2,16.85,9,11.54
584,2618,長榮航,"16,204,261","2,417","185,345,885",11.55,11.60,11.30,11.35,-,0.1,11.30,"1,011",11.35,272,283.75
585,2630,亞航,"30,020",23,"488,120",16.30,16.50,16.05,16.10,+,0.1,16.05,22,16.15,2,59.63
586,2633,台灣高鐵,"3,122,229","1,359","99,799,462",32.00,32.05,31.85,32.05,+,0.1,32.05,20,32.10,52,33.74
587,2634,漢翔,"2,500,196","1,265","73,537,615",29.80,29.80,29.25,29.40,-,0.3,29.40,18,29.45,74,21.00
588,2636,台驊投控,"3,405,137","1,959","121,441,832",36.40,36.80,34.65,35.80,-,0.5,35.80,72,35.90,5,12.56
589,2637,慧洋-KY,"1,400,805",557,"31,089,940",22.30,22.40,22.10,22.20,-,0.1,22.20,5,22.25,9,41.11
590,2642,宅配通,"233,000",168,"7,946,200",34.60,34.60,33.90,34.15,-,0.45,34.10,1,34.20,11,17.08
591,2701,萬企,"117,230",43,"1,389,159",11.80,11.90,11.80,11.85,+,0.1,11.85,8,11.90,30,18.81
592,2702,華園,"70,356",52,"1,098,100",15.70,15.70,15.55,15.60, ,0.0,15.60,11,15.65,2,0.00
593,2704,國賓,"939,777",596,"29,252,928",30.50,31.55,30.50,31.50,+,1.0,31.45,10,31.50,103,73.26
594,2705,六福,"470,044",235,"8,264,257",17.45,17.80,17.40,17.60,+,0.25,17.60,40,17.65,1,0.00
595,2706,第一店,"76,655",110,"1,034,421",13.40,13.55,13.40,13.55,+,0.2,13.50,17,13.55,16,20.22
596,2707,晶華,"81,792",90,"10,790,044",132.50,133.00,131.50,132.00, ,0.0,131.50,20,132.00,1,20.03
597,2712,遠雄來,"9,000",7,"370,300",40.80,41.20,40.80,41.20,+,0.25,40.65,2,41.20,15,294.29
598,2722,夏都,"44,200",44,"1,250,999",28.85,28.85,28.00,28.00,-,0.25,28.00,3,28.20,1,133.33
599,2723,美食-KY,"414,800",341,"43,315,400",103.50,106.00,103.50,104.00,-,1.0,104.00,29,104.50,3,27.81
600,2727,王品,"111,679",127,"8,181,596",73.50,73.50,73.10,73.40,+,0.1,73.20,10,73.40,6,54.78
601,2731,雄獅,"52,000",32,"3,410,700",65.70,66.20,65.20,65.60,-,0.1,65.60,11,65.70,16,0.00
602,2739,寒舍,"158,005",101,"3,816,670",24.30,24.70,24.00,24.05,-,0.65,24.00,2,24.50,1,0.00
603,2748,雲品,"374,625",249,"17,198,612",45.95,46.15,45.75,46.00,+,0.25,46.00,16,46.05,2,36.22
604,2801,彰銀,"3,734,301","1,385","66,754,518",17.90,17.95,17.80,17.90, ,0.0,17.90,7,17.95,141,18.27
605,2809,京城銀,"901,768",400,"33,123,545",36.85,37.05,36.50,37.05,+,0.4,37.05,16,37.10,38,8.97
606,2812,台中銀,"3,062,421","1,035","33,439,881",10.95,10.95,10.90,10.95, ,0.0,10.90,"1,262",10.95,569,10.05
607,2816,旺旺保,"121,830",70,"2,280,078",18.70,18.85,18.45,18.75,+,0.05,18.75,4,18.80,2,6.82
608,2820,華票,"441,389",251,"6,469,589",14.65,14.70,14.60,14.65, ,0.0,14.60,413,14.65,24,14.50
609,2823,中壽,"4,512,205","1,417","91,594,191",20.35,20.40,20.20,20.35, ,0.0,20.30,70,20.35,70,6.42
610,2832,台產,"96,670",62,"1,905,780",19.70,19.75,19.70,19.70, ,0.0,19.65,52,19.70,1,10.53
611,2834,臺企銀,"9,283,646","2,670","91,902,716",9.93,9.94,9.88,9.89,-,0.04,9.89,459,9.90,15,12.68
612,2836,高雄銀,"945,555",185,"9,484,150",10.05,10.10,10.00,10.00, ,0.0,10.00,378,10.05,100,13.51
613,2838,聯邦銀,"757,133",307,"7,663,529",10.15,10.20,10.10,10.15,-,0.05,10.10,536,10.15,276,9.49
614,2838A,聯邦銀甲特,"83,000",22,"4,353,500",52.40,52.60,52.40,52.60,+,0.2,52.40,3,52.60,12,0.00
615,2841,台開,"5,996,596","1,538","46,457,264",7.87,7.87,7.62,7.71,-,0.18,7.71,92,7.72,5,0.00
616,2845,遠東銀,"2,100,135",446,"21,693,294",10.35,10.35,10.30,10.35, ,0.0,10.30,"1,092",10.35,300,11.37
617,2849,安泰銀,"203,465",114,"2,875,306",13.80,14.25,13.80,14.20,+,0.4,14.10,2,14.20,17,13.27
618,2850,新產,"126,828",80,"4,488,343",35.40,35.45,35.30,35.45,+,0.05,35.45,6,35.50,21,6.84
619,2851,中再保,"559,329",259,"11,540,804",20.75,20.75,20.50,20.60,-,0.05,20.60,22,20.65,17,8.66
620,2852,第一保,"180,002",49,"2,330,628",12.95,13.05,12.90,13.05,+,0.1,13.00,2,13.05,59,12.31
621,2855,統一證,"2,289,729",507,"36,621,864",16.05,16.15,15.90,16.00, ,0.0,15.95,666,16.00,7,11.68
622,2867,三商壽,"1,787,816",390,"16,776,430",9.46,9.46,9.36,9.38,-,0.03,9.37,64,9.38,25,4.30
623,2880,華南金,"7,313,032","3,088","131,783,502",18.05,18.10,17.95,18.10, ,0.0,18.05,270,18.10,758,24.46
624,2881,富邦金,"17,056,572","5,264","743,234,352",43.50,43.70,43.25,43.65,+,0.2,43.65,89,43.70,117,7.37
625,2881A,富邦特,"190,956",63,"12,029,313",63.10,63.10,62.90,63.10, ,0.0,62.90,1,63.00,12,0.00
626,2881B,富邦金乙特,"52,501",26,"3,299,560",62.90,63.00,62.80,63.00,+,0.1,62.80,5,63.00,23,0.00
627,2882,國泰金,"11,675,886","3,900","466,251,679",39.90,40.10,39.75,40.10,+,0.2,40.05,6,40.10,569,9.59
628,2882A,國泰特,"22,815",18,"1,430,918",62.70,62.80,62.60,62.80, ,0.0,62.60,37,62.80,20,0.00
629,2882B,國泰金乙特,"21,092",15,"1,335,886",62.90,63.50,62.90,63.50, ,0.0,63.20,1,63.40,10,0.00
630,2883,開發金,"17,291,620","3,170","151,505,478",8.80,8.80,8.73,8.77, ,0.0,8.76,227,8.77,84,15.95
631,2884,玉山金,"11,325,177","4,929","300,994,673",26.65,26.70,26.50,26.60,-,0.1,26.55,"1,400",26.60,127,15.83
632,2885,元大金,"18,813,109","3,736","342,582,096",18.35,18.35,18.15,18.25,-,0.05,18.25,154,18.30,"1,480",10.37
633,2886,兆豐金,"16,931,246","7,232","484,098,569",28.65,28.70,28.50,28.65, ,0.0,28.60,648,28.65,140,15.66
634,2887,台新金,"8,809,859","2,478","115,194,940",13.10,13.10,13.00,13.10, ,0.0,13.05,310,13.10,92,11.20
635,2887E,台新戊特,"122,620",16,"6,488,396",53.00,53.00,52.90,52.90,-,0.1,52.90,71,53.00,27,0.00
636,2887F,台新戊特二,"2,784",9,"143,931",51.70,51.70,51.70,51.70,+,0.1,51.60,3,51.70,22,0.00
637,2888,新光金,"34,077,912","4,240","294,427,851",8.67,8.70,8.61,8.63,+,0.01,8.63,491,8.64,214,8.22
638,2888A,新光金甲特,"243,781",51,"10,909,242",44.75,44.80,44.75,44.75, ,0.0,44.75,264,44.80,34,0.00
639,2888B,新光金乙特,"2,107,884",927,"90,857,171",43.35,43.40,42.95,43.00,-,0.35,42.95,119,43.00,39,0.00
640,2889,國票金,"1,875,523",642,"22,155,761",11.85,11.85,11.80,11.85, ,0.0,11.80,57,11.85,"1,011",12.22
641,2890,永豐金,"7,797,368","1,509","85,080,698",10.90,10.95,10.85,10.90, ,0.0,10.90,977,10.95,"4,640",10.58
642,2891,中信金,"16,481,832","5,524","309,584,816",18.80,18.85,18.75,18.80,-,0.05,18.75,"4,285",18.80,16,9.04
643,2891B,中信金乙特,"2,408",10,"156,358",64.60,65.20,64.60,65.20,X,0.0,64.60,14,65.20,6,0.00
644,2891C,中信金丙特,994,19,"62,911",--,--,--,--, ,0.0,62.80,1,63.30,9,0.00
645,2892,第一金,"7,451,370","3,072","155,476,648",20.90,20.95,20.80,20.90, ,0.0,20.90,28,20.95,437,14.32
646,2897,王道銀行,"2,678,880",677,"18,866,917",6.97,7.08,6.97,7.07,+,0.1,7.07,84,7.08,118,23.57
647,2897A,王道銀甲特,"9,000",5,"91,800",10.20,10.20,10.20,10.20, ,0.0,10.20,230,10.25,98,0.00
648,2901,欣欣,"32,108",41,"758,692",23.70,23.75,23.50,23.65,+,0.05,23.55,3,23.70,2,67.57
649,2903,遠百,"1,309,384",290,"33,291,725",25.50,25.65,25.20,25.50, ,0.0,25.50,20,25.55,2,24.06
650,2904,匯僑,"59,710",33,"1,456,181",24.35,24.50,24.30,24.35,+,0.05,24.35,1,24.40,12,11.71
651,2905,三商,"653,643",385,"14,905,942",22.80,23.00,22.60,22.75,+,0.1,22.70,19,22.75,19,6.27
652,2906,高林,"1,081,429",324,"15,262,298",13.85,14.65,13.70,14.15,+,0.3,14.10,35,14.15,42,157.22
653,2908,特力,"254,436",142,"5,958,906",23.50,23.55,23.35,23.45,+,0.1,23.40,9,23.45,1,16.99
654,2910,統領,"11,000",5,"345,950",31.45,31.45,31.45,31.45,-,0.15,31.45,2,31.55,1,68.37
